gas_price,gas_used,nonce
13200000000,329786,92,1
14455325419,700000,157,1
8324997358,52966,144327,1
13000000000,833229,8,1
38000000000,22432,10,1
5289899185,314887,2483,1
7634006374,854478,79644,1
10459278206,500000,4851,1
11261475400,21000,3693,1
11261475400,21000,7045,1
11261475400,21000,84902,1
9183677091,250000,44707166,1
9183677091,250000,44707165,1
9183677091,250000,44707164,1
29351113000,295869,42818,1
6128191574,73978,9504,1
5128191573,500000,2,1
7922796649,412554,27,1
7922796649,46500,26,1
6712166879,385842,80736,1
9739444444,136087,221024,1
13766645138,301717,13094,1
6903661419,509238,5259,1
7204597968,3459554,9021,1
7923997041,1340580,78104,1
8324997358,52966,144325,1
12641298486,323718,29566,1
17000000000,210000,42,1
14000000000,21000,321,1
14000000000,21000,6478208,1
72000000000,170251,14814,1
15952498152,21000,117632,1
6630475698,377454,179,1
21058654639,200000,1302,1
129401235051,350000,10994,1
14162368712,218856,8,1
5128201573,350000,10993,1
8437236120,27938,1604,1
9438599562,27938,24,1
8580537256,27938,75,1
54234979912,182841,68106,1
8000000000,540794,40,1
6317473429,193288,68105,1
9476210143,249936,92005,1
7800481323,27938,77,1
8580537256,63605,14,1
10005311521,244814,102993,1
27505420543,250000,5038,1
9827433190,311283,1415,1
6670207681,250000,5037,1
33717440672,227327,115625,1
9827433190,283837,29,1
6091340210,244905,115624,1
472502671009,163837,8552,1
10000000000,460597,10,1
10000000000,69844,9,1
7614175262,190447,8551,1
6970759472,129076,85480,1
11460000000,307417,253,1
6168469029,139005,85479,1
8191463476,63589,106,1
6168469029,325233,20393,1
12005860664,136189,285,1
9931213584,257726,41770,1
10000000000,330000,87,1
9252703543,1507142,76108,1
77000000000,237985,92,1
9252703543,1507142,76107,1
33873703488,178432,170,1
15229602317,408102,599,1
120584285714,21000,16,1
7425911502,306658,7677,1
50249178677,500000,2037,1
63101049303,500000,2481,1
129052174800,500000,1779,1
46100000000,230000,1634,1
24670732746,177806,85478,1
9856545616,230750,137,1
7782471300,193287,85477,1
12436419277,500000,413869,1
15000000000,55945,483,1
12318774348,27938,186,1
11792432593,389422,249,1
10347274995,340504,402,1
9172590445,3000000,2761,1
10888366959,559037,240,1
15098459416,172017,1299,1
8000000000,139619,3,1
32919899589,176238,33836,1
17180847021,216150,15531,1
7380454680,187772,33835,1
11070682020,1770102,111361,1
77000000000,202544,90,1
11070682020,1770102,111360,1
26240392449,200000,1301,1
1522571607766,21000,253216,1
1522571607766,175075,10011,1
152915235591,249136,33834,1
12839466532,299038,1295,1
8112104330,280434,33833,1
14827716074,500002,2343,1
69821832365,500000,1629,1
7413858037,269799,2482,1
16279328225,523901,144,1
13415599706,300015,61953,1
13415599706,300015,162340,1
40000000000,467104,89,1
14044957800,500000,1624,1
30646523051,300002,61952,1
12380711785,289828,89597,1
12380711785,226362,82201,1
12380711785,311824,89550,1
12566448183,238478,100193,1
12566448183,236736,92967,1
49439870552,298791,41103,1
18600000000,806790,5404,1
8377632122,301495,41102,1
55924317556,625438,33832,1
16139534831,249010,908,1
8377632122,266012,33831,1
32575178641,500000,1639,1
36597597943,500000,1626,1
216936877942,177806,85476,1
12728454131,307789,1294,1
8377632122,193287,85475,1
10249120090,317158,362,1
10249120090,59957,634,1
8988472876,148422,14589,1
11170805701,234524,102992,1
18277042718,1215596,1713,1
14739503147,177806,85474,1
10980848116,230750,136,1
7447203801,193287,85473,1
12919288888,131818,221023,1
11170805701,244044,76105,1
16634746860,500002,2342,1
11170805701,243922,79641,1
907206006692,350000,15751,1
18103403646,242834,1692,1
7447213795,350000,15750,1
10872179687,558847,239,1
15277763442,243390,82200,1
13382426540,63589,10,1
15865082016,375458,588,1
20370351256,500002,2341,1
18108775420,504212,13091,1
13581581565,226482,111358,1
13581581565,226390,79640,1
14837703945,400000,12994,1
36760000000,200000,0,1
36760000000,200000,0,1
36760000000,200000,0,1
36760000000,200000,0,1
36760000000,200000,0,1
36760000000,199927,1,1
10512318736,324681,14588,1
18167001324,250000,44707046,1
15860350479,338309,5,1
15860350479,27938,423,1
14422788721,317105,25,1
15352719235,27938,45,1
14418487327,310349,20,1
15860350479,46422,19,1
11919638428,45038,105,1
14422788721,93512,9431,1
11459794405,200976,45493,1
45296813338,91597,8112,1
13142752257,133058,28,1
11063653672,101016,8111,1
113090248725,145037,8550,1
13444779803,367251,20,1
11063653672,158791,8549,1
15240672131,300015,162337,1
20285334612,300015,61951,1
13112426029,329501,4353,1
42308237037,148778,221022,1
31485613782,231864,24630,1
12361541052,27938,80,1
11534693737,45038,44,1
12442479459,463065,1250,1
17918538325,839440,1537,1
12126293475,500000,1813,1
16770255428,500000,5002,1
68975602026,600000,1864,1
70171700822,500000,1941,1
87338428650,500000,1995,1
300659985202,500000,2024,1
1398613956628,203355,73,1
43080813015,600000,1655,1
821225017039,173565,61,1
15562309862,250000,44707045,1
15562309862,250000,44707044,1
10788416467,1942714,1869,1
7671974511,400000,2,1
10255156259,250000,44707042,1
11129090436,250000,44707041,1
11129090436,250000,44707040,1
11129090436,250000,44707039,1
9983519839,172413,5022,1
6000000000,139619,2,1
10076148204,317456,14587,1
11690187849,181188,4454,1
10221163261,500000,4818,1
5683276252,750000,145,1
10588061893,346142,19,1
5683276252,750000,144,1
18573500617,300000,5676,1
28583507800,542131,111721,1
7462161335,241401,739,1
6393390158,2000001,111720,1
20360586143,226717,5709,1
79052091608,155372,33830,1
8759931503,133058,26,1
5683013474,174902,33829,1
92236195625,350000,10992,1
10588061893,243658,5,1
5683023474,350000,10991,1
10152388015,245788,3568,1
39683473310,350000,15749,1
13000000000,810210,6854,1
5051811113,350000,15748,1
7577701669,1748332,99860,1
9341119256,251744,651,1
7577701669,1748332,99859,1
301695574259,149041,64146,1
44000000000,166909,86,1
10326047383,51000,85,1
5683276252,2000001,64145,1
97448148148,300000,221021,1
10399808043,252504,3617,1
7576212840,1000000,85717,1
10217759910,343832,311,1
12519398791,250000,44707038,1
12519398791,250000,44707037,1
12519398791,250000,44707036,1
12519398791,250000,44707035,1
12519398791,250000,44707034,1
12519398791,250000,44707033,1
12519398791,250000,44707032,1
12519398791,250000,44707031,1
12519398791,250000,44707030,1
12519398791,250000,44707029,1
12519398791,250000,44707028,1
12519398791,250000,44707027,1
12519398791,250000,44707026,1
12519398791,250000,44707025,1
12519398791,250000,44707024,1
12519398791,250000,44707023,1
12519398791,250000,44707022,1
12519398791,250000,44707021,1
12519398791,250000,44707020,1
12519398791,250000,44707019,1
12519398791,250000,44707018,1
12519398791,250000,44707017,1
12519398791,250000,44707016,1
12519398791,250000,44707015,1
12519398791,250000,44707014,1
12519398791,250000,44707013,1
12519398791,250000,44707012,1
12519398791,250000,44707011,1
12519398791,250000,44707010,1
12519398791,250000,44707009,1
9885853308,292580,182,1
8271942161,292800,113,1
10695432034,236802,89594,1
9686399899,248394,92002,1
11332346196,247802,10906,1
11426609535,725312,3604,1
11426609535,304188,3561,1
11426609535,310750,10913,1
13235479381,250000,44706988,1
13235479381,250000,44706987,1
13235479381,250000,44706986,1
13235479381,250000,44706985,1
13235479381,250000,44706984,1
13235479381,250000,44706983,1
13235479381,250000,44706982,1
13235479381,250000,44706981,1
13235479381,250000,44706980,1
13235479381,250000,44706979,1
13235479381,250000,44706978,1
13235479381,250000,44706977,1
13235479381,250000,44706976,1
13235479381,250000,44706975,1
13235479381,250000,44706974,1
13235479381,250000,44706973,1
13235479381,250000,44706972,1
13235479381,250000,44706971,1
13235479381,250000,44706970,1
13235479381,250000,44706969,1
13235479381,250000,44706968,1
13235479381,250000,44706967,1
13235479381,250000,44706966,1
13235479381,250000,44706965,1
13235479381,250000,44706964,1
13235479381,250000,44706963,1
13235479381,250000,44706962,1
13235479381,250000,44706961,1
13235479381,250000,44706960,1
13235479381,250000,44706959,1
13235479381,250000,44706958,1
13235479381,250000,44706957,1
13235479381,250000,44706956,1
13235479381,250000,44706955,1
13235479381,250000,44706954,1
13235479381,250000,44706953,1
13235479381,250000,44706952,1
13235479381,250000,44706951,1
13235479381,250000,44706950,1
13235479381,250000,44706949,1
13235479381,250000,44706948,1
13235479381,250000,44706947,1
13235479381,250000,44706946,1
13235479381,250000,44706945,1
13235479381,250000,44706944,1
13235479381,250000,44706943,1
13235479381,250000,44706942,1
13235479381,250000,44706941,1
13235479381,250000,44706940,1
13235479381,250000,44706939,1
13235479381,250000,44706938,1
13235479381,250000,44706937,1
13235479381,250000,44706936,1
13235479381,250000,44706935,1
13235479381,250000,44706934,1
13235479381,250000,44706933,1
13235479381,250000,44706932,1
13235479381,250000,44706931,1
13235479381,250000,44706930,1
13235479381,250000,44706929,1
13235479381,250000,44706928,1
13235479381,250000,44706927,1
13235479381,250000,44706926,1
13235479381,250000,44706925,1
13235479381,250000,44706924,1
13235479381,250000,44706923,1
13235479381,250000,44706922,1
13235479381,250000,44706921,1
13235479381,250000,44706920,1
13235479381,250000,44706919,1
13235479381,250000,44706918,1
13235479381,250000,44706917,1
13235479381,250000,44706916,1
13235479381,250000,44706915,1
13235479381,250000,44706914,1
13235479381,250000,44706913,1
13235479381,250000,44706912,1
13235479381,250000,44706911,1
45434144641,228263,115623,1
12153183859,217822,52,1
7153632345,240714,115622,1
8436693263,325456,28,1
9280371026,93277,27,1
10938541646,45038,54,1
7427367654,93277,181,1
8436693263,310428,183,1
8361445530,1382178,78103,1
9641051479,253954,89593,1
8426838773,123682,144322,1
9641051479,236540,74894,1
14148485875,300000,105006,1
9641051479,235482,111354,1
12876866720,1520430,5159,1
16448391766,270859,41769,1
55629019542,249112,33828,1
12970084969,247112,2782,1
5741471019,280434,33827,1
8986273038,286891,183,1
10386759235,262807,180,1
7456858166,46626,182,1
18180813189,300003,162329,1
11771270302,500000,4660,1
16121987779,300003,162328,1
56141603513,145909,85472,1
13400000000,875469,5402,1
5137723079,151789,85471,1
37918572265,300000,105005,1
21289832957,500000,19708,1
69203464191,177806,85470,1
20580000000,222196,294,1
6733485030,193287,85469,1
10560299971,232650,82195,1
12343350100,250000,5036,1
9361120669,283264,57,1
7040199981,250000,5035,1
20097350543,244813,10171,1
8633730270,192595,157,1
10120884845,272684,182,1
10120884845,27938,305,1
11102605862,321092,5,1
9490350240,197775,5458,1
8734578520,245238,111352,1
400000000000,700000,4184,1
102000000000,207128,4038693,1
102000000000,207128,4038692,1
102000000000,207128,4038691,1
8421676819,112872,41768,1
6530850679,235688,74893,1
8285670238,264080,9372,1
9244608720,307090,5,1
1418565195685,21000,253215,1
1418565195685,166564,10010,1
135560763015,21000,368,1
7789924968,21000,57,1
9826925804,250000,44706902,1
9458183470,250000,44706901,1
9458183470,250000,44706900,1
9187640586,500000,4773,1
188000000000,730718,1761,1
10750000000,75851,0,1
18000000000,200000,940,1
30000000000,420000,1186284,1
30000000000,210000,797372,1
61000000000,783854,1225,1
6440883436,450338,10170,1
11102804532,210476,140,1
6988805520,240930,92963,1
6803188105,341385,29565,1
40000000000,54320,2967,1
11231108754,250000,5034,1
20102804532,400000,10262,1
4740148586,250000,5033,1
7110222879,216640,74892,1
7410455025,236268,10169,1
7703203815,394663,14586,1
8192930090,45038,0,1
8814764452,63589,84,1
9012231292,291248,0,1
11122121044,261607,10168,1
10163914140,500000,4850,1
10163914140,500000,4834,1
10750000000,75851,27,1
10885482000,55000,1111911,1
11281944695,500000,4748,1
9021890997,216766,76402,1
9021890997,249868,76097,1
10059967938,235894,111351,1
16634466675,209231,11098,1
39082088747,500000,1812,1
8781714876,215748,74891,1
10413440598,308336,3612,1
7901411699,676035,1420,1
8060383193,2266277,1138,1
15799513044,728457,13088,1
8756732372,55872,144315,1
8796452021,205190,5708,1
12992094096,500000,5001,1
11854486240,569896,3626,1
10201464277,246304,89587,1
11854486240,247812,10406,1
10134068004,282434,76400,1
10850000000,1995283,95,1
13264374788,206458,5707,1
29868014814,148525,221020,1
9712529965,308358,10809,1
7179968522,666277,11777,1
31353945612,244868,10167,1
10108242066,201580,52,1
97539384067,187010,11097,1
11521044275,256224,52,1
11917757533,250000,44706784,1
11917757533,250000,44706783,1
11917757533,250000,44706782,1
9005958436,63589,488,1
10477644453,300388,44,1
6553649496,300000,539,1
11487266505,282512,281,1
10442960056,27938,446,1
10486981967,45038,22,1
12865610342,149267,16,1
8594030691,350868,13982,1
9975160503,429594,76397,1
11219907657,500000,4762,1
20455066666,132801,221019,1
16373811530,429715,45492,1
100468085145,180434,33825,1
14696743625,507735,222,1
7187227499,200208,33824,1
10780841248,241086,82192,1
12868402855,223072,10649,1
76814362887,350000,15747,1
10501298401,211558,284,1
6845939057,350000,15746,1
32646668004,130284,85468,1
1569023461742,500000,51813,1
6845929058,140287,85467,1
1345288219158,188193,4900,1
22000000000,222715,3169,1
11226960861,127902,38,1
13335256890,657772,9593,1
8788232561,313466,4899,1
18179384720,213340,10166,1
10067592518,164900,51,1
42176399950,350000,10990,1
12289267934,245697,1543,1
6667638446,350000,10989,1
12976479618,230919,132,1
8533553281,325456,97,1
8533553281,63589,1,1
7563302020,780699,11776,1
10488855138,27938,175195,1
11330406009,226210,3595,1
9685129074,308236,91996,1
8237039956,500000,4659,1
16842247520,500000,1690,1
20163718835,300003,77359,1
44102232835,228263,115621,1
9646187431,217822,63,1
7015551698,240714,115620,1
9535314184,45038,0,1
11460469145,312553,2600,1
9093895509,2100002,12694,1
13716355320,192381,14584,1
11182057288,393592,405,1
17172671961,185355,68104,1
13386292490,126938,2063,1
6116017318,215103,68103,1
23932322808,249112,33823,1
9523247431,217837,60,1
6116017318,280434,33822,1
48922208199,65000,1,1
9013622508,307960,2481,1
11000000000,250000,31454,1
7742877924,559022,5912,1
30000000000,500000,19432,1
26106332218,300000,105000,1
9174025977,1584116,79633,1
9339220781,502771,291,1
9174025977,1584116,79632,1
400000000000,700000,2185,1
6146597404,300000,458,1
7743615916,198324,843,1
9018589056,233654,58,1
10580012062,63589,1209,1
11335293112,290900,2,1
6943146246,47238,404,1
11335293112,263099,86,1
11020000000,194954,10,1
10547608750,231510,10868,1
300000000000,30000,618282,1
9000000000,21000,0,1
27000000000,21000,103,1
39780000000,21000,257,1
7241523510,504790,7676,1
9680543398,500000,4817,1
10824342578,233040,7808,1
14752319785,500000,5000,1
78234222222,300000,221017,1
9379841794,227120,79631,1
25655474550,158032,479,1
7034881345,460000,19267,1
10000000000,250000,242512,1
35338523086,600000,1821,1
8353987839,315382,99854,1
11305730208,250000,44706781,1
9719128783,221278,10537,1
48842300057,608090,4898,1
7517400898,458058,23,1
6245445750,559940,96,1
8533172900,112470,97894,1
7868168623,216762,111345,1
5839992748,299674,13981,1
13560517639,206952,335,1
9929151532,285897,4453,1
7868168623,278930,74887,1
7781767812,426147,3,1
15129376217,282068,33821,1
8832076011,238926,873,1
5245445749,254244,33820,1
6793900855,21000,0,1
40885000000,21000,1180,1
40885000000,21000,1,1
45500000000,21000,371,1
5470908781,428656,178,1
7868168623,252670,76393,1
103192666516,228251,115619,1
6893835698,230750,134,1
5431167415,240702,115618,1
6103817868,321133,4760,1
6891405635,404126,837,1
9475956661,261450,2,1
7135269334,27938,188,1
8171800985,361485,45491,1
25237316827,500000,1866,1
8955539512,247690,3572,1
6809284000,379279,42817,1
8697704584,253960,76090,1
7166276137,216299,10165,1
13364666030,690924,13086,1
15934564253,600000,1863,1
22457053165,500000,2023,1
6813855743,573410,105,1
7923329000,261207,42816,1
11037571291,63589,48,1
14481903396,175496,99,1
8837249209,394560,45490,1
8997281565,405912,3969,1
20444927357,600000,1673,1
27098054025,500000,1654,1
9968281356,244452,74885,1
58623349987,262820,1725,1
13027389337,300015,77357,1
11116429914,409229,4352,1
10239788230,226784,82190,1
10239788230,309552,79628,1
130007967515,207189,1298,1
14785429581,203554,24629,1
9037980489,590000,14368,1
13663775446,432944,761,1
10135679972,510000,18823,1
12740186765,63589,240,1
14875651317,27938,301,1
9663775446,63605,53,1
14014218181,45038,2029,1
11581977439,347222,2242,1
12740186765,27938,121,1
12740186765,63605,126,1
10145905753,334849,80734,1
15557639565,268118,5021,1
10396530535,400000,2,1
32333081481,148492,221016,1
14696321397,300568,10880,1
14696321397,570096,10478,1
1505524355709,21000,253214,1
1505524355709,166564,10009,1
213330221215,371579,29564,1
13800000000,357861,102,1
13225818978,279246,3606,1
11552531013,248182,111342,1
11552531013,309342,100363,1
8669073409,62217,192,1
9330195294,486135,353,1
8236567113,500000,6,1
12000000000,352118,29,1
9950619568,330165,8092,1
10019365719,421939,842,1
15637956396,307146,56,1
10160233060,63605,227,1
13302708976,45038,87,1
13302708976,63605,806,1
10080234245,410121,1757,1
12354850669,239442,76089,1
11000000000,330000,99,1
11289007970,148856,3685,1
14189376041,285870,4452,1
11877227472,169485,4350,1
12035137550,590656,10164,1
12062138002,500000,1568,1
12146846920,2100000,12693,1
12354850669,418460,1865,1
14537288981,221296,5706,1
400000000000,700000,2160,1
30000000000,420000,2173823,1
30000000000,306269,4,1
11576195263,322018,708,1
11739531679,318352,841,1
12690022427,250245,4349,1
13183736251,415561,1756,1
13900105439,333566,1989,1
10982307259,596148,1864,1
19910275874,300002,162312,1
16588076711,235324,5705,1
25774858313,351688,115,1
15068188831,300015,104996,1
9763487187,244244,111341,1
310141791657,171742,3002,1
11508991458,441165,2896,1
8322615390,1000000,85713,1
9763487187,238314,89579,1
13038814465,250000,44706675,1
25172413694,2100002,16623,1
108038635400,139222,64144,1
11637322809,282267,42,1
11637322809,46563,41,1
7902779862,2000002,64143,1
1064125304330,144527,8110,1
9337494356,253580,25,1
8780866513,159623,8109,1
8796056546,275982,16607,1
8893261605,275982,14830,1
8992508316,252554,3616,1
8992508316,312734,10693,1
9697672332,250000,44706674,1
9697672332,250000,44706673,1
9697672332,250000,44706672,1
9697672332,250000,44706671,1
9697672332,250000,44706670,1
8773254249,221970,3616,1
7165767733,240734,89537,1
8773254249,568358,10405,1
57758213458,500000,1725,1
8773254249,221864,3611,1
8773254249,244196,3625,1
8773254249,244160,10749,1
8773254249,250552,3560,1
8773254249,252382,10524,1
9979952871,305740,3684,1
10000037933,327857,10163,1
11428135215,250000,44706669,1
11468613160,430572,4897,1
6689978709,610000,17964,1
11967296182,500000,2294,1
8699660284,242330,76390,1
19542084626,299676,14583,1
12501249540,352768,13980,1
12996760581,219028,10162,1
13000000000,330000,80,1
13541434573,435285,45489,1
17516554589,537979,4896,1
9125207580,274800,10855,1
8773062874,400000,2,1
12630823522,252494,3572,1
13192581713,250000,44706667,1
13192581713,250000,44706666,1
13192581713,250000,44706665,1
14181220046,250000,44706664,1
14181220046,250000,44706663,1
14181220046,250000,44706662,1
14181220046,250000,44706661,1
14181220046,250000,44706660,1
14181220046,250000,44706659,1
14181220046,250000,44706658,1
14181220046,250000,44706657,1
14181220046,250000,44706656,1
14181220046,250000,44706655,1
14181220046,250000,44706654,1
14181220046,250000,44706653,1
14181220046,250000,44706652,1
14181220046,250000,44706651,1
14181220046,250000,44706650,1
14181220046,250000,44706649,1
14181220046,250000,44706648,1
14181220046,250000,44706647,1
14181220046,250000,44706646,1
14181220046,250000,44706645,1
14181220046,250000,44706644,1
14181220046,250000,44706643,1
14181220046,250000,44706642,1
14181220046,250000,44706641,1
14181220046,250000,44706640,1
14181220046,250000,44706639,1
14181220046,250000,44706638,1
7498808726,670524,7185,1
11394436284,244148,10648,1
9748213089,252642,10297,1
11394436284,221930,10820,1
11394436284,304260,10772,1
128613691460,500000,1719,1
966339972935,162642,33205,1
11498808726,461454,138,1
7311159816,2000002,33204,1
301607309782,500000,1785,1
9748213089,311936,101198,1
9242105152,386689,3683,1
10362582990,211048,10161,1
10478734024,580822,99848,1
11494106270,373345,45488,1
10478734024,945188,99406,1
12135915034,307720,3548,1
14181220046,250000,44706637,1
14181220046,250000,44706636,1
14181220046,250000,44706635,1
14181220046,250000,44706634,1
14181220046,250000,44706633,1
14181220046,250000,44706632,1
14181220046,250000,44706631,1
14181220046,250000,44706630,1
14181220046,250000,44706629,1
14181220046,250000,44706628,1
14181220046,250000,44706627,1
14181220046,250000,44706626,1
14181220046,250000,44706625,1
14181220046,250000,44706624,1
14181220046,250000,44706623,1
14181220046,250000,44706622,1
14181220046,250000,44706621,1
14181220046,250000,44706620,1
14181220046,250000,44706619,1
14181220046,250000,44706618,1
14181220046,250000,44706617,1
14181220046,250000,44706616,1
14181220046,250000,44706615,1
14181220046,250000,44706614,1
14181220046,250000,44706613,1
14181220046,250000,44706612,1
14181220046,250000,44706611,1
14181220046,250000,44706610,1
14181220046,250000,44706609,1
14181220046,250000,44706608,1
14181220046,250000,44706607,1
14181220046,250000,44706606,1
14181220046,250000,44706605,1
14181220046,250000,44706604,1
14181220046,250000,44706603,1
14181220046,250000,44706602,1
14181220046,250000,44706601,1
14181220046,250000,44706600,1
14181220046,250000,44706599,1
14181220046,250000,44706598,1
14181220046,250000,44706597,1
14181220046,250000,44706596,1
14181220046,250000,44706595,1
14181220046,250000,44706594,1
14181220046,250000,44706593,1
14181220046,250000,44706592,1
14181220046,250000,44706591,1
14181220046,250000,44706590,1
14181220046,250000,44706589,1
14181220046,250000,44706588,1
14181220046,250000,44706587,1
14181220046,250000,44706586,1
14181220046,250000,44706585,1
14181220046,250000,44706584,1
14181220046,250000,44706583,1
14181220046,250000,44706582,1
14181220046,250000,44706581,1
14181220046,250000,44706580,1
14181220046,250000,44706579,1
14181220046,250000,44706578,1
14181220046,250000,44706577,1
14181220046,250000,44706576,1
14181220046,250000,44706575,1
14181220046,250000,44706574,1
14181220046,250000,44706573,1
14181220046,250000,44706572,1
14181220046,250000,44706571,1
82516000000,148756,221014,1
9965512116,221938,10796,1
8340406024,298860,3950,1
9965512116,718002,10879,1
9965512116,244302,10299,1
9965512116,220166,10495,1
8340406024,312006,3816,1
34971169848,306919,37,1
7488614836,334243,5352,1
8390530555,176847,8780,1
10983921127,559181,238,1
16623293631,700000,156,1
11993977339,300003,104987,1
9928781573,221327,10160,1
7498338970,21000,11,1
40885000000,21000,1,1
47619047619,21000,2588,1
6792911815,334198,7675,1
11908083061,271910,8824,1
18173883700,285901,4451,1
38412525924,143217,85466,1
4954399409,148329,85465,1
56561297345,214044,41650,1
7000000000,265986,159,1
4954399409,218422,41649,1
8182143694,1391212,82186,1
8000000000,437955,473,1
8182143694,1391212,82185,1
15528863077,431204,2930,1
11824573490,252049,3682,1
12000000000,21000,1778,1
12000000000,21000,1882,1
233200391376,500000,1819,1
20423539256,557384,52,1
11302841313,252578,10740,1
12940291462,313143,1553,1
9222196737,503391,36,1
8338831405,400000,2,1
8533715301,45038,38,1
11286107658,27938,95,1
11286107658,45038,31,1
11994085047,296412,712,1
8533715301,45038,724,1
8717282642,3000000,2759,1
12079892344,226818,3606,1
10630168752,500000,4777,1
10630168752,500000,4852,1
7929156218,800000,175,1
15064146722,300000,14934,1
12056283807,607543,801,1
18392525820,500000,4658,1
9731516997,500000,183939,1
9731516997,500000,4770,1
20000000000,120000,212,1
9875752663,500000,167137,1
34441145731,120000,24148,1
18050000000,46657,95,1
6007753045,189230,9128,1
18449664813,257602,10438,1
91800000000,382000,146874,1
6491600318,2000008,42658,1
40697816355,162634,2307,1
8551641761,917983,861,1
6720145732,178704,2306,1
9554484215,27938,155,1
8757532960,45038,2980,1
7961386362,45038,28,1
7961386362,63589,30,1
9554484215,771053,175193,1
10671762977,108936,9371,1
8745960380,46171,35,1
11285719725,932222,5156,1
9639047372,21000,1,1
9639047372,500000,0,1
9639047372,21000,275,1
8580218596,256002,101193,1
400000000000,700000,6155,1
24344733720,100000,976525,1
8565147114,541944,3681,1
8678470728,500000,413865,1
8835163947,500000,4708,1
8842763670,230113,80733,1
11261062000,351769,42814,1
8959853689,206786,67,1
10382304577,199690,13979,1
8580218596,226272,89532,1
12344119115,700000,154,1
13370728636,327709,10159,1
138198842784,168318,3001,1
8959853689,353806,34,1
8580218596,251388,91985,1
546441750000,21002,2749,1
11163725559,300015,35417,1
6995685013,371428,3553,1
11265701682,437003,418,1
18653960173,337030,152,1
6995685013,578521,25089,1
13690692522,722363,4348,1
27509657912,372742,45487,1
37704311600,500000,1648,1
158611527185,500000,1689,1
244012500000,21001,8015,1
9148886424,351608,10866,1
9148886424,312884,10865,1
9148886424,408460,3624,1
14301585513,322737,41767,1
18757404615,300000,104982,1
5484131854,3000000,2758,1
5539946333,381564,1755,1
5570446341,485155,4759,1
5795877697,4058261,1137,1
5836713710,405974,3968,1
5994180208,208827,24628,1
6509524518,251731,4895,1
10000000000,21000,10,1
43131753389,21000,3,1
4485741402,252392,2480,1
11566989642,300000,162293,1
8702380951,500000,183938,1
21464535696,151804,33817,1
8378817964,280146,216,1
4090242585,171334,33816,1
9000000000,21000,1765,1
21278113668,185838,8998,1
11190841428,151638,1216,1
5112803231,193616,8997,1
6829717424,189934,5351,1
9178335307,288520,389,1
9178335307,63589,1719,1
8321002338,227288,111335,1
8321002338,256124,89577,1
8321002338,289048,92949,1
8574491970,504607,45486,1
9263621000,323548,42813,1
12795961194,300003,77353,1
9460716235,381062,4347,1
10228918562,600000,1688,1
12003896563,282365,22915,1
15000000000,210000,48,1
8321002338,227468,38344,1
54634109453,129200,85464,1
7144218702,253306,18,1
5547334892,138985,85463,1
24848588636,500000,1724,1
60589281756,652816,33815,1
15702860088,275259,340,1
5547334892,300636,33814,1
8321002338,252828,99399,1
7748311375,500000,167136,1
7748311376,500000,1624,1
11708496872,404623,4894,1
9133600000,350000,11402,1
8660104485,244298,10494,1
22268087271,500000,1861,1
25568593530,500000,1940,1
7054290132,252798,72364,1
42316864205,500000,1881,1
45892626901,400000,13082,1
7054290132,299578,91984,1
8295933333,300000,221013,1
7000000000,330000,58,1
15193074000,130049,85462,1
13154437328,300003,104980,1
16189116958,301112,29563,1
5000000000,520891,1353,1
13723078985,248349,88,1
8556260879,269316,76380,1
6271354113,236528,76079,1
80084607922,90358,8108,1
6517197832,181874,3,1
4889030918,99941,8107,1
135691298477,21000,1337,1
6314745719,21000,39,1
6271354113,309478,99398,1
6314745719,181987,119,1
4180902742,156934,85461,1
10981187832,710305,13082,1
5574664257,1796802,110171,1
7990000000,196584,339,1
5574664257,1796802,110170,1
5763664362,296614,3680,1
6261027709,397613,931,1
6447066910,603298,80732,1
6575712209,292115,4893,1
13611423157,700000,153,1
7956674078,500000,1637,1
7956674078,500000,1994,1
10205846243,247552,230,1
7075975211,1000000,729,1
11693267131,2100004,16622,1
3716442838,950710,29562,1
50561157984,177806,85460,1
8305306015,251899,130,1
3716442838,193287,85459,1
85297969790,300000,326,1
7002566535,278836,1307,1
4012288098,300000,325,1
11216670609,401426,22,1
73990206350,153526,33813,1
8929157859,181987,39,1
3716442838,207256,33812,1
293993281091,343885,33,1
7980000000,227058,98,1
74698045194,500000,2479,1
5349717465,252920,99840,1
8529427453,300015,104979,1
8529427453,300015,61928,1
8529427453,300015,162291,1
8057992957,252164,10494,1
8074818799,226928,10737,1
8172404551,247680,10439,1
9775494847,700000,3579,1
19435584827,700000,10768,1
86800000000,382000,146873,1
23014564636,226960,10457,1
28365581470,221230,3566,1
43916970500,71000,15088,1
30000000000,105000,1754131,1
46000000000,120000,1,1
220852146111,21000,10822,1
582031794474,71000,72,1
17939735729,278549,7807,1
104048165913,326572,11178,1
17520276472,400000,13057,1
7023377742,221898,10493,1
7023377742,244260,10878,1
65863281599,600000,1811,1
122685580132,500000,1769,1
7023377742,252602,3576,1
3628208161,196468,9127,1
5563505307,252816,102981,1
288427543556,500000,1666,1
5563505307,252764,74873,1
6958425316,241122,82181,1
6958425316,256270,89573,1
29315658319,600000,1768,1
7818390803,324538,27,1
7818390803,330251,30,1
7818390803,46563,29,1
10203706845,294414,25,1
9748113418,490186,15,1
6698073454,1683131,1419,1
11070639606,313989,190,1
7749926006,810960,77645,1
7311085063,237002,79616,1
400000000000,700000,7320,1
