gas_price,gas_used,nonce
18929779548,300000,162400,1
15187004302,219328,10858,1
15187004302,302512,10517,1
50000000000,303999,3,1
13483321638,242256,82234,1
15187004302,240608,10302,1
97941940760,446110,33852,1
42270000000,216413,26,1
8988881092,261284,33851,1
82928113549,407391,65,1
63594087684,148237,24644,1
15187004302,245712,3550,1
15187004302,307848,10444,1
23554890348,214591,13985,1
14458322521,207981,75,1
11522554359,232040,92034,1
23681204717,300002,105036,1
13204845067,219980,3571,1
66007888288,500000,1627,1
11522554359,238402,100226,1
14876702774,250000,44708038,1
14876702774,250000,44708037,1
14876702774,250000,44708036,1
14876702774,250000,44708035,1
14876702774,250000,44708034,1
8767766457,3128392,1144,1
15040317340,300002,105035,1
12186807885,305933,18,1
12186807885,48897,17,1
12284361505,46255,22,1
11265329732,130468,425,1
12688769589,248328,79670,1
8459179726,330880,20396,1
11202996911,151008,11106,1
14379101131,217480,3664,1
39265632948,478527,711,1
11352928401,602526,11782,1
244102554160,486125,11781,1
26781847327,1517133,6132,1
13058395678,46213,4563,1
13208693808,500000,4665,1
19141517351,151008,11105,1
223076317313,98067,8000,1
31010000000,689876,7750,1
17462614127,107318,7999,1
17582348432,417089,276,1
17582348432,83086,275,1
32361653685,21000,11604,1
150000000000,175810,143,1
150000000000,175810,158,1
150000000000,175810,100,1
150000000000,175810,206,1
28540720698,300015,162396,1
23000000000,210000,21,1
43262292573,257602,10951,1
35000000000,100000,2,1
25000000000,46129,4562,1
20602046322,222008,103020,1
20602046322,238340,101239,1
15167266673,180182,22924,1
16307395678,600000,1781,1
17891061169,500000,2295,1
18314763876,238114,79668,1
18314763876,238388,99880,1
45292955816,147956,24643,1
38496716058,208078,68108,1
16324980006,152805,1333,1
10421676055,213059,68107,1
48645504852,166799,8562,1
17749947431,407501,212,1
13027095068,208420,8561,1
15632514082,243438,74665,1
12284361505,46267,42,1
17186150401,115850,9416,1
20660288278,151364,33850,1
15026233006,180190,618,1
9264674959,205094,33849,1
13897012438,236546,101237,1
24266035904,195060,11104,1
48613006868,500000,1646,1
80261406507,169225,74,1
92335881756,404674,75,1
15605467624,312682,3631,1
970303341959,71000,75,1
11000000000,221551,1899,1
100000000000,250000,1,1
117467739862,150876,33848,1
12771109608,130293,232,1
7321205125,170406,33847,1
10981807687,227812,92995,1
76656591916,500000,1774,1
10981807687,299360,74664,1
12646534801,250510,10955,1
16309618498,573967,1714,1
10031211108,388263,10183,1
13328217917,411786,4905,1
10648042111,151253,24642,1
10000000000,506564,29,1
12067780826,270937,22923,1
12026111536,324200,74663,1
36468806404,350000,15755,1
10053528218,243673,31,1
7017417691,350000,15754,1
400000000000,700000,6162,1
27000000000,150000,976688,1
10526111535,226570,110202,1
18521189163,600000,1790,1
12184001115,242616,3618,1
12184001115,219316,10476,1
12671893656,500001,8018,1
7894583651,230000,18825,1
12870000000,212957,73,1
12184001115,307716,10753,1
103133460826,500000,1867,1
12046652471,300015,105032,1
13251317720,300015,162393,1
14506022175,700000,10905,1
38034662984,223072,10889,1
56069008458,297680,3606,1
118617067176,257602,10788,1
33897008403,148227,24641,1
6716151278,162270,6,1
10867443462,279184,10850,1
10867443462,308300,10696,1
10903624063,242584,10932,1
1200000000000,200000,12786,1
11449116287,239000,379,1
1200000000000,200000,12785,1
125000000000,230905,1863,1
7935561902,63605,861,1
9003709993,127546,286,1
10202840322,247806,10744,1
6618634017,189645,1300,1
7214140626,80131,9495,1
12442822674,263906,938,1
8337455547,255902,92993,1
7658303698,2000000,943,1
20508030133,177806,85502,1
12981701878,230721,1710,1
9082056026,227961,8781,1
17000000000,210000,19,1
118687290888,150876,33846,1
10654503956,364669,231,1
5558303698,170406,33845,1
5558303698,193275,85501,1
7293386586,77954,9433,1
8022732537,90565,54554,1
8022732537,63574,415,1
9991001822,628421,1401,1
8205807097,80000,20,1
8205807097,310247,19,1
8205807097,21000,21,1
26947978061,281332,22922,1
9505305803,298885,2728,1
26641671333,300002,162392,1
9440079879,241136,89627,1
8106989620,27938,179,1
8998218012,63301,206,1
7423837188,291908,41,1
7636327020,233188,101235,1
8238342228,222182,74922,1
14179557942,167737,641,1
8238342228,252844,92031,1
8238342228,248204,111382,1
9000000000,330000,15,1
17783173056,184218,4904,1
9238342229,267166,99877,1
8238342228,221992,89626,1
19115440770,600000,1669,1
25106757591,500000,1780,1
29247588043,181170,4455,1
8238342228,236558,100223,1
9863460085,308322,3562,1
35183787641,300003,162390,1
9383173833,257602,10476,1
9492972682,223072,10455,1
9539034198,700000,10907,1
18453291040,247680,10889,1
11539269576,500000,4838,1
13015296494,21015,162388,1
12000000000,888327,10,1
14000000000,94690,3287,1
18000000000,210000,17,1
29480000000,200000,1186228,1
40000000000,21000,1698,1
50000000000,48792,4,1
250000000000,23100,38291,1
250000000000,23100,38290,1
6582041319,227786,74660,1
6582041319,234358,89624,1
6582041319,229926,103015,1
7822349945,115453,9432,1
6405946117,330895,45497,1
6219897740,400000,2,1
8759668456,251314,79665,1
9389122157,332125,2727,1
10328043762,63589,572,1
12533009073,183925,175197,1
12129120256,174961,14593,1
16435095228,337528,5024,1
9166831135,226808,101234,1
9166831135,238090,82226,1
8267613365,581635,25098,1
11441625483,308268,10753,1
18501541329,212275,24640,1
75632972007,145047,8560,1
13517638116,239000,180,1
9419447297,158804,8559,1
11303336757,297098,79664,1
50078217220,212334,10182,1
11303336757,235364,100222,1
11613801452,307510,63,1
11266388833,63605,971,1
13503546522,63589,46,1
9706958632,328533,1644,1
10902444877,338298,5261,1
11577185158,166419,3209,1
11026982143,500000,4854,1
11877978790,256046,89566,1
13558452174,197266,10869,1
10000000000,21000,3,1
10000000000,21000,7,1
10255622363,21000,144342,1
50000000000,48792,3,1
9505462909,598727,7680,1
11877978790,1682400,76431,1
11310147989,193041,585,1
11877978790,1682400,76430,1
11877978790,250452,92989,1
26487020626,130077,85500,1
11577185158,160881,22,1
7918652527,139936,85499,1
13558452174,221754,10916,1
19640845967,300003,30117,1
20762165122,500000,19638,1
50152989674,164346,171,1
11310147989,143576,637,1
11877978790,255808,100397,1
11877978790,224628,103013,1
11588395693,243370,92028,1
16941716511,300000,162384,1
11588395693,223988,89623,1
11196872397,215104,100221,1
12872215117,244196,10499,1
11196872397,299188,99875,1
6669364828,300000,493,1
13940948997,90565,9370,1
10290689253,200000,30660,1
170000000000,21000,305185,1
102103367203,251899,77,1
30000000000,420000,1186346,1
11727025411,155237,1272,1
9433140391,789572,405,1
53963811081,223461,1993,1
7240520380,300000,2019,1
10806746836,249912,100220,1
10341383708,167713,14592,1
28251020806,139315,24639,1
13620979460,300014,5687,1
6955374803,300000,540,1
10894851492,500000,413872,1
13056644189,300015,105029,1
34573422212,120000,31466,1
11803889017,21000,123452,1
1000000000000,76207,4508727,1
1000000000000,63000,4508726,1
16430000000,1000000,3977,1
30000000000,210000,797446,1
40000000000,21000,1689,1
22262776939,600000,65,1
7273843126,300000,469,1
11961446172,243380,10909,1
8727916763,1000000,85723,1
10541464450,190914,135,1
12719947162,250000,44707861,1
12719947162,250000,44707860,1
12719947162,250000,44707859,1
12719947162,250000,44707858,1
12719947162,250000,44707857,1
12719947162,250000,44707856,1
12719947162,250000,44707855,1
12719947162,250000,44707854,1
12719947162,250000,44707853,1
12719947162,250000,44707852,1
12719947162,250000,44707851,1
12719947162,250000,44707850,1
12719947162,250000,44707849,1
12719947162,250000,44707848,1
12719947162,250000,44707847,1
12719947162,250000,44707846,1
12719947162,250000,44707845,1
12719947162,250000,44707844,1
12719947162,250000,44707843,1
12719947162,250000,44707842,1
12719947162,250000,44707841,1
12719947162,250000,44707840,1
415224493216,178118,8558,1
9767958376,251183,14,1
9767958376,46602,13,1
6963027765,186675,8557,1
339301524087,71000,63,1
5570422212,189149,9131,1
23157415889,257602,3583,1
5751966393,212111,10181,1
6754644177,333563,2726,1
6462328873,440686,80741,1
7407891942,236452,74656,1
21826097734,151861,85498,1
14928244156,337611,2932,1
5140560690,186652,85497,1
14393381108,300000,162382,1
22448703474,198929,11103,1
14162368712,501748,10,1
21966443063,500000,1668,1
6140580033,310794,61,1
5485468259,217734,10180,1
6182322718,46267,40,1
6283619602,806367,80740,1
6435970852,365862,3689,1
8009528744,226575,4356,1
8059646792,2100000,12695,1
31302937159,21000,31465,1
30000000000,82085,15390,1
39000000000,250000,108191,1
40000000000,56947,4,1
5906641669,523763,183,1
4818506359,251200,111374,1
42301133482,216486,24776,1
49000000000,250000,242521,1
3212337573,235162,24775,1
3228399260,300000,243,1
7215538995,2408637,11780,1
5897993632,500002,2346,1
4423495224,413823,1872,1
43511164127,300002,162380,1
5986463536,250000,44707763,1
5986463536,250000,44707762,1
5986463536,250000,44707761,1
11337116746,255904,10179,1
6275874318,500002,2345,1
3153626844,300000,500,1
9374993968,835139,4903,1
9159415143,299336,47332,1
7460816241,566874,3608,1
7460816241,218884,3549,1
7460816241,241478,10542,1
7460816241,244248,10694,1
7460816241,252538,3550,1
3934725991,300000,242,1
7460816241,252420,3629,1
1066229059081,228263,115635,1
6767035938,251899,161,1
3716266085,240714,115634,1
6961874260,500000,413871,1
6961874260,500000,4820,1
12000000000,70000,63,1
12000000000,70000,146,1
7608775618,569480,10695,1
6107823366,160674,372,1
7492485309,210288,24638,1
11564382000,229847,42821,1
4242795255,224260,100216,1
7915619000,300015,35431,1
86800000000,382000,146879,1
23827680511,21015,105026,1
53242619322,163493,15089,1
7592233315,300015,30114,1
55479528946,300015,162375,1
8530693128,252164,3576,1
5978108242,615388,3688,1
5664702760,287687,54,1
5772804327,90565,9415,1
6062401545,389829,10177,1
6601353712,500000,4664,1
8802868862,270278,1992,1
23088268065,300003,162371,1
10197165966,300015,105024,1
6031800481,249605,1384,1
7286485178,231222,2136,1
5369309128,1887419,1143,1
5839765668,302043,335,1
6423748075,97921,334,1
6396416864,302654,159,1
7036064947,48897,158,1
16919171999,184504,4902,1
7956535531,246978,101224,1
40112723820,228251,115633,1
6825751855,251925,683,1
4304357020,240714,115632,1
6456535530,224708,103006,1
7181420754,27938,653,1
59959890179,129907,8556,1
10539814947,391489,31,1
6720075961,150647,8555,1
9028312417,221342,10915,1
37243801721,600000,1675,1
9028312417,252506,10762,1
71637078078,500000,19623,1
96654476954,500002,52679,1
8192138073,252464,10741,1
10041385956,250000,44707750,1
10041385956,250000,44707749,1
10041385956,250000,44707748,1
10041385956,250000,44707747,1
10041385956,250000,44707746,1
10041385956,250000,44707745,1
10041385956,250000,44707744,1
10041385956,250000,44707743,1
10041385956,250000,44707742,1
10041385956,250000,44707741,1
10041385956,250000,44707740,1
10041385956,250000,44707739,1
10041385956,250000,44707738,1
10041385956,250000,44707736,1
10041385956,250000,44707735,1
10041385956,250000,44707734,1
10041385956,250000,44707733,1
10041385956,250000,44707732,1
10041385956,250000,44707731,1
10041385956,250000,44707730,1
12237617043,250000,44707729,1
12237617043,250000,44707728,1
10041385956,250000,44707737,1
235210072589,151876,33844,1
9638316753,169994,545,1
4946495545,171406,33843,1
10024344803,500000,4857,1
10542574170,100000,123439,1
8554684974,128648,9415,1
8554684974,73978,9397,1
9188373709,237830,99433,1
44356872337,500000,1645,1
9104962090,249980,89613,1
7650542426,100795,8,1
10706299144,290900,28,1
9785267141,348046,388,1
11170609384,247766,10527,1
8803320407,126284,9364,1
8803320407,317122,155,1
7567190995,500000,183944,1
12982348740,500000,5009,1
13977474807,257619,231,1
10045408756,500002,2344,1
15545333903,300350,8825,1
7534056567,283084,10946,1
7534056567,238944,76118,1
8930117326,500001,7283,1
7534056567,245138,79655,1
9147067416,219488,10503,1
206798814957,500000,2483,1
9147067416,250440,10803,1
7307500584,388815,4354,1
7567190995,500000,1656,1
6697587994,236794,103005,1
7729369982,500000,1674,1
9000000915,500000,1569,1
29579087420,177782,85496,1
8969217762,211258,55,1
4465058663,193263,85495,1
27919561411,600000,1885,1
8298051814,221312,10856,1
7938435524,500001,8017,1
46345152035,500000,2025,1
61589783842,500000,1866,1
6697587994,250374,76424,1
103231891982,500000,1996,1
8298051814,252490,10740,1
347299906182,500000,1667,1
4465058663,197921,9130,1
14188761847,257958,22920,1
21862563378,500000,2008,1
7543133332,569340,3613,1
4465369982,1972009,1284,1
6851337798,253612,0,1
4465369982,1972009,3940,1
51982063176,500000,1641,1
7543133332,220062,10799,1
3969217762,241716,9129,1
6709822130414,162502,33207,1
8449816203,1139220,281,1
4459448164,2000002,33206,1
6479990002,226330,92017,1
44468431741,446090,33842,1
7213654549,215952,227,1
4319993335,295460,33841,1
7761883032,530362,955,1
6023348900,427137,5260,1
5821412274,231848,101221,1
5821412274,1661650,100391,1
6157251875,185630,10,1
5821412274,1661650,100390,1
74867072868,253381,29573,1
5459752498,222747,89,1
5174724304,252628,111366,1
7047271784,209930,5717,1
17160938775,415209,2529,1
4764418294,594384,6,1
5459752498,406747,19,1
22012278729,276562,2309,1
5459752498,284664,1232,1
3933149998,292276,2308,1
4332305842,839902,14591,1
9830120164,202281,2082,1
4151123837,412018,80738,1
2933149998,1500000,94,1
4589999474,730628,22919,1
6281165983,299904,110,1
6909288863,46609,109,1
5004440291,48897,11,1
5223521088,479012,954,1
2933149998,302755,20395,1
4399724997,644430,37497,1
5167595933,365823,7,1
3519779997,400000,2,1
5370044745,21000,140,1
5370044745,65000,139,1
5370044745,65000,138,1
5370044745,359607,137,1
5370044745,21000,1695,1
5629028575,243006,1991,1
7017261381,317185,0,1
8310474074,146826,221029,1
4822847453,239936,41772,1
4080067117,240034,100209,1
32473285584,278110,29571,1
5738721043,250470,79653,1
5738721043,252780,82213,1
5758285914,249354,100387,1
4060316586382,225751,111723,1
7325226899,188814,308,1
4318714435,2000001,111722,1
8225125925,138603,221028,1
8770771155,234819,5716,1
7443884852,250000,44707613,1
7443884852,250000,44707612,1
7443884852,250000,44707611,1
6000000000,46255,130,1
23983727764,129758,85494,1
11000000000,254269,5211,1
3666938351,139555,85493,1
5500407526,1671590,99870,1
7227957372,359125,4,1
5500407526,1671590,99869,1
11873413177,300000,162363,1
6130290423,233798,92014,1
314424103309,227021,42661,1
7017261381,428085,62,1
4125305644,2000001,42660,1
12642625874,500000,4663,1
6125437578,52966,144335,1
9559078654,63574,256,1
7900050639,293204,38,1
8690063603,46421,37,1
6551764021,27938,2807,1
6961764020,177595,368,1
5627399146,368811,22918,1
14814253172,998190,11601,1
250000000000,700000,546,1
13774920526,1000000,11600,1
1000000000000,68470,4508679,1
1000000000000,76207,4508678,1
10774920526,90000,152066,1
11105758790,62412,2070,1
12000000000,90000,128153,1
35000000000,70000,1,1
11270080960,250000,44707609,1
11270080960,250000,44707608,1
11270080960,250000,44707607,1
11270080960,250000,44707606,1
11270080960,250000,44707605,1
11270080960,250000,44707604,1
11270080960,250000,44707603,1
11270080960,250000,44707602,1
11270080960,250000,44707601,1
11270080960,250000,44707600,1
11270080960,250000,44707599,1
11270080960,250000,44707598,1
11270080960,250000,44707597,1
11270080960,250000,44707596,1
11270080960,250000,44707595,1
11270080960,250000,44707594,1
11270080960,250000,44707593,1
11270080960,250000,44707592,1
11270080960,250000,44707591,1
11270080960,250000,44707590,1
11270080960,250000,44707589,1
11270080960,250000,44707588,1
11270080960,250000,44707587,1
11270080960,250000,44707586,1
11270080960,250000,44707585,1
11270080960,250000,44707584,1
11270080960,250000,44707583,1
11270080960,250000,44707582,1
11270080960,250000,44707581,1
11270080960,250000,44707580,1
11270080960,250000,44707579,1
11270080960,250000,44707578,1
11270080960,250000,44707577,1
11270080960,250000,44707576,1
11270080960,250000,44707575,1
11270080960,250000,44707574,1
11270080960,250000,44707573,1
11270080960,250000,44707571,1
11270080960,250000,44707570,1
11270080960,250000,44707572,1
416997191301,228263,115631,1
8654584153,217822,10266,1
3900350063,240714,115630,1
7030035182,307892,953,1
5871691899,248130,82212,1
10782301067,564955,241,1
5871691899,226642,110190,1
5871691899,229756,100385,1
5871691899,251256,76114,1
6009504804,92440,9588,1
11557854277,350000,10998,1
5218021109,159468,42,1
3954233960,350000,10997,1
9021864429,300015,61958,1
6861819830,45038,168,1
5906310754,27938,582,1
8188319281,3000000,2762,1
9000000000,21000,2006,1
119187129673,228263,115629,1
6602244505,225177,330,1
3437486585,240714,115628,1
163884559858,265309,24637,1
6880152124,257704,0,1
8365607962,300015,162357,1
5041478351,3389907,8930,1
5530047345,231918,101217,1
5530047345,226330,99429,1
7112701350,221260,10888,1
8195421020,257602,10474,1
18303205340,600000,1626,1
22432776285,500000,1650,1
6149189061,255966,99428,1
116865357765,1200000,4799,1
6692217526,252640,82210,1
13917864585,346217,11779,1
5500000000,327941,26,1
7447910318,308459,1093,1
6000000000,152267,70,1
11260069999,300000,77363,1
9117106104,155339,24636,1
60976390858,345883,5023,1
8309544252,300511,194,1
11776423649,177376,24635,1
42810143631,221488,29570,1
9622511264,244748,2160,1
27287210949,89543,1211,1
8084753667,74978,9402,1
8893237118,63620,117,1
9325018475,298049,18,1
8028904925,324491,98,1
8028904925,424110,122,1
8028904925,53150,121,1
11177423223,500000,5004,1
59393001115,228263,115627,1
7553170710,239029,293,1
5044106853,240714,115626,1
25405039397,300001,162354,1
7566160279,874610,76421,1
90378870523,350000,5385,1
7706612827,286844,73,1
7706612827,48897,17,1
7698277213,63589,712,1
7056984697,229676,110188,1
7740402885,247988,5715,1
13526493938,300000,162353,1
6387011700,254902,74907,1
37696770187,177806,85492,1
5089998835,245697,135,1
2991379603,193287,85491,1
2991379603,884070,29569,1
5089998835,279061,10,1
13539133898,350000,15753,1
6018858707,230721,10262,1
2659268396,350000,15752,1
37274052014,89507,7996,1
4691446620,205629,168,1
3324072995,99090,7995,1
3988887594,249942,74642,1
6905996434,247680,10679,1
16312616657,257602,10743,1
4164034535,3020947,1142,1
4970088591,229214,24634,1
5292259216,245869,41771,1
2836841439,400000,2,1
3546051799,244832,76420,1
15856361391,258329,29568,1
4833038287,77942,54553,1
4877949096,272856,99,1
4652547921,287317,10176,1
5195699902,284777,21,1
5585038881,241400,99866,1
6901142827,45038,21,1
37554522786,155909,24633,1
5000000000,221041,68,1
7342021527,956638,70,1
39561023782,144918,8554,1
7428043669,187437,1525,1
5223731232,161082,8553,1
4947293490,141765,85490,1
8400000000,203070,27803,1
4184916609,147394,85489,1
8398661967,361988,138,1
54553490246,249112,33840,1
6000000000,222196,302,1
4184916609,280034,33839,1
6157078593,242895,22917,1
7744369610,63605,97,1
7672373747,291935,859,1
7672373747,316720,13,1
6859323962,321944,313,1
6859323962,45038,835,1
6885141481,128914,221027,1
5510995797,2269802,9024,1
11765268807,164291,24632,1
17227047138,466214,33838,1
22000000000,282854,4034,1
3763918804,244276,33837,1
18423468717,500000,5003,1
76188760109,143220,85488,1
7290810708,181287,46,1
3763918804,146219,85487,1
4234408654,320000,14370,1
11887900094,357271,2370,1
8100197002,209205,11102,1
6099651547,374095,10175,1
6295136339,440809,45495,1
7348796985,63589,46,1
7625491839,236656,101213,1
20000000000,128539,2340,1
40000000000,21000,0,1
9053975351,500000,1768,1
15084552097,198149,11101,1
16138015448,161710,4033,1
9042489770,500001,8016,1
7625491839,295336,92012,1
41019612462,198929,11100,1
11010463908,242834,2158,1
6781867327,252768,76419,1
6781867327,242008,99864,1
6327128497,784799,11778,1
7975107652,313037,709,1
7504076314,243850,89604,1
9027584632,250000,44707350,1
9027584632,250000,44707349,1
9027584632,250000,44707348,1
9027584632,250000,44707347,1
9027584632,250000,44707346,1
9027584632,250000,44707345,1
9027584632,250000,44707344,1
7169918152,27938,183,1
8764264075,45038,108,1
8906306316,63605,212,1
7169918152,45038,244,1
8354153640,2100004,16624,1
8117691300,243494,99863,1
10872978634,300015,105018,1
11167601790,244737,24631,1
25917348296,600000,1884,1
6337939471,450000,19268,1
13823841167,731946,232,1
10077344751,221852,10848,1
8450585962,250498,101212,1
8450585962,312026,82208,1
7724967708,91960,76,1
7629224288,119051,16,1
8157140390,154820,10174,1
21343875059,600000,1613,1
7506748107,241224,74904,1
10159132438,250000,44707338,1
10159132438,250000,44707337,1
10159132438,250000,44707336,1
30000000000,331741,3,1
7422622072,248596,110183,1
57180657679,208743,41652,1
12081975102,152833,1228,1
4948414715,212733,41651,1
36607930878,206325,10173,1
15000000000,160992,86,1
7422622072,250780,89601,1
29047818087,350000,10996,1
8055013860,222196,1938,1
4937891056,350000,10995,1
6900000000,212520,1012,1
16288515954,500000,4662,1
17082365397,326135,3687,1
44313922000,330330,42819,1
155928718217,177806,85486,1
6000000000,251899,286,1
4855565822,193287,85485,1
8892598965,226356,10774,1
8892598965,219374,10867,1
8892598965,240634,10688,1
8892598965,245690,3586,1
8892598965,247776,10796,1
6063710358,2044110,8926,1
8400000000,437368,27795,1
16186142045,228540,5714,1
6567428335,235780,38789,1
6567428335,236780,10299,1
5988655466,285843,16608,1
5988655466,664149,25096,1
5321672511,420000,18824,1
9602662398,250000,44707335,1
9602662398,250000,44707334,1
9602662398,250000,44707333,1
9602662398,250000,44707332,1
9602662398,250000,44707331,1
9602662398,250000,44707330,1
9602662398,250000,44707329,1
9602662398,250000,44707328,1
9602662398,250000,44707327,1
9602662398,250000,44707326,1
9602662398,250000,44707325,1
9602662398,250000,44707324,1
9602662398,250000,44707323,1
9602662398,250000,44707322,1
9602662398,250000,44707321,1
9602662398,250000,44707320,1
9602662398,250000,44707319,1
9602662398,250000,44707318,1
9602662398,250000,44707317,1
9602662398,250000,44707316,1
9602662398,250000,44707315,1
9602662398,250000,44707314,1
9602662398,250000,44707313,1
9602662398,250000,44707312,1
9602662398,250000,44707311,1
9602662398,250000,44707310,1
9602662398,250000,44707309,1
9602662398,250000,44707308,1
9602662398,250000,44707307,1
9602662398,250000,44707306,1
9602662398,250000,44707305,1
9602662398,250000,44707304,1
9602662398,250000,44707303,1
9602662398,250000,44707302,1
9602662398,250000,44707301,1
9602662398,250000,44707300,1
9602662398,250000,44707299,1
9602662398,250000,44707298,1
7902682405,242622,10822,1
68791563986,500000,1721,1
115449237515,438561,153,1
25000000000,192414,65,1
7902682405,218064,10810,1
7902682405,240586,10896,1
7902682405,245754,3574,1
5731046113,1000000,85718,1
41000000000,500000,255,1
7902682405,308362,10526,1
8536909875,250000,44707297,1
8536909875,250000,44707296,1
8536909875,250000,44707295,1
8536909875,250000,44707294,1
8536909875,250000,44707293,1
8536909875,250000,44707292,1
8536909875,250000,44707291,1
8536909875,250000,44707290,1
8536909875,250000,44707289,1
8536909875,250000,44707288,1
8536909875,250000,44707287,1
8536909875,250000,44707286,1
8536909875,250000,44707285,1
8536909875,250000,44707284,1
8536909875,250000,44707283,1
8536909875,250000,44707282,1
8536909875,250000,44707281,1
8536909875,250000,44707280,1
8536909875,250000,44707279,1
8536909875,250000,44707278,1
8536909875,250000,44707277,1
8536909875,250000,44707276,1
8536909875,250000,44707275,1
8536909875,250000,44707274,1
8536909875,250000,44707273,1
8536909875,250000,44707272,1
8536909875,250000,44707271,1
8536909875,250000,44707270,1
8536909875,250000,44707269,1
8536909875,250000,44707268,1
8536909875,250000,44707267,1
8536909875,250000,44707266,1
8536909875,250000,44707265,1
8536909875,250000,44707264,1
8536909875,250000,44707263,1
8536909875,250000,44707262,1
8536909875,250000,44707261,1
8536909875,250000,44707260,1
8536909875,250000,44707259,1
8536909875,250000,44707258,1
8536909875,250000,44707257,1
8536909875,250000,44707256,1
8536909875,250000,44707255,1
8536909875,250000,44707254,1
8536909875,250000,44707253,1
8536909875,250000,44707252,1
8536909875,250000,44707251,1
8536909875,250000,44707250,1
8536909875,250000,44707249,1
8536909875,250000,44707248,1
8536909875,250000,44707247,1
8536909875,250000,44707246,1
8536909875,250000,44707245,1
8536909875,250000,44707244,1
8536909875,250000,44707243,1
8536909875,250000,44707242,1
8536909875,250000,44707241,1
8536909875,250000,44707240,1
8536909875,250000,44707239,1
8536909875,250000,44707238,1
8536909875,250000,44707237,1
8536909875,250000,44707236,1
8536909875,250000,44707235,1
8536909875,250000,44707234,1
8536909875,250000,44707233,1
8536909875,250000,44707232,1
8536909875,250000,44707231,1
8536909875,250000,44707230,1
8536909875,250000,44707229,1
8536909875,250000,44707228,1
8536909875,250000,44707227,1
8536909875,250000,44707226,1
8536909875,250000,44707225,1
8536909875,250000,44707224,1
8536909875,250000,44707223,1
8536909875,250000,44707222,1
8536909875,250000,44707221,1
8536909875,250000,44707220,1
8536909875,250000,44707219,1
8536909875,250000,44707218,1
8536909875,250000,44707217,1
8536909875,250000,44707216,1
8536909875,250000,44707215,1
8536909875,250000,44707214,1
8536909875,250000,44707213,1
8536909875,250000,44707212,1
8536909875,250000,44707211,1
8536909875,250000,44707210,1
8536909875,250000,44707209,1
8536909875,250000,44707208,1
8536909875,250000,44707207,1
8536909875,250000,44707206,1
8536909875,250000,44707205,1
8536909875,250000,44707204,1
8536909875,250000,44707203,1
8536909875,250000,44707202,1
8536909875,250000,44707201,1
8536909875,250000,44707200,1
336489327658,279923,3686,1
8601487268,387450,763,1
19700477239,600000,3223,1
60127201573,500000,1644,1
3809793741,516255,10058,1
10590302899,914927,229,1
3809793741,525856,10057,1
8368511685,200000,10802,1
10653105299,500000,1640,1
11253429848,219342,5713,1
43320380254,91798,8114,1
4687672047,446059,2,1
4650292507,101262,8113,1
14642836464,600000,1767,1
19025508383,500000,1787,1
19879551580,500000,1772,1
5580351009,248270,110180,1
58928385737,500000,1720,1
5580351009,238426,76415,1
7164056275,247782,10497,1
4767774400,474195,45494,1
5492946117,87455,9470,1
6042246222,27938,98,1
6042246222,284200,28,1
6042246222,93277,27,1
6646112847,63301,166,1
6070747058,411459,63,1
6677827834,75906,62,1
5312045347,571927,802,1
5541194448,277035,8093,1
9000000000,21000,1883,1
107356834582,136854,85484,1
5000000000,191142,14,1
3687672047,146713,85483,1
6064356543,839202,90583,1
5869003465,63589,393,1
6159923004,141806,11099,1
4620488721,400000,2,1
16990469918,370953,64148,1
4000000000,216037,0,1
4331708176,2000003,64147,1
23362147894,500000,1942,1
7750776705,219970,10460,1
7750776705,247706,10770,1
4875229152,285040,1759,1
4970078400,500000,4661,1
7445685263,284634,708,1
6043537619,27938,429,1
4992231870,2492948,1141,1
4997516862,325163,6281,1
3752668010,312567,20394,1
5596097394,258011,2626,1
5832341802,214839,13984,1
6723809805,500000,4774,1
6723809806,500000,167141,1
11107538195,700000,160,1
7126273585,195088,5712,1
5629002015,233744,102995,1
4503201612,400000,2,1
13277372753,300000,162344,1
9000000000,21000,1689,1
12000000000,21040,78,1
9700000000,21000,1084,1
75000000000,80000,9923,1
44468705246,21000,2051,1
4248760407,843060,7679,1
7214503809,242560,3612,1
16288565592,600000,1625,1
17551433624,500000,1649,1
8714947512,278760,1726,1
14584208756,1000000,730,1
28416785594,327600,29567,1
15000000000,210000,51,1
5466362360,523506,1758,1
5840586885,3086793,1140,1
5841875853,452929,13983,1
5880967372,2995147,1423,1
6815194528,53592,1083,1
6815194528,257039,1082,1
6815194528,21000,151,1
3575992748,1226245,1754,1
9082310852,500000,4749,1
13466458215,700000,159,1
4333674848,430000,14369,1
13607565604,200000,1303,1
6891047881,219254,3607,1
16158052951,500000,1766,1
54780034263,177806,85482,1
15750000000,222196,298,1
3540586880,193275,85481,1
8000000000,21000,0,1
150000000000,400000,9272,1
150000000000,400000,9273,1
4713578361,793184,7678,1
6891047881,308266,10948,1
6564472375,46506,30,1
11695676108,500002,52676,1
6825032707,343154,45,1
7507542803,45038,35,1
7168948926,264694,5711,1
13320267821,700000,158,1
14781511111,130984,221026,1
10305734060,176883,4901,1
15683817609,227947,1643,1
15000000000,210000,49,1
28354697129,206458,5710,1
10148430717,278836,168,1
7806854320,239848,101207,1
5204569547,901212,3719,1
7970812628,6304920,25,1
8156645230,334758,1409,1
7922796649,295520,29,1
7922796649,46506,28,1
7634006374,242004,101206,1
9482985185,151890,221025,1
8560517041,317703,1642,1
