gas_price,gas_used,nonce
9389122157,332125,2727
10328043762,63589,572
12533009073,183925,175197
12129120256,174961,14593
16435095228,337528,5024
9166831135,226808,101234
9166831135,238090,82226
8267613365,581635,25098
11441625483,308268,10753
18501541329,212275,24640
75632972007,145047,8560
13517638116,239000,180
9419447297,158804,8559
11303336757,297098,79664
50078217220,212334,10182
11303336757,235364,100222
11613801452,307510,63
11266388833,63605,971
13503546522,63589,46
9706958632,328533,1644
10902444877,338298,5261
11577185158,166419,3209
11026982143,500000,4854
11877978790,256046,89566
13558452174,197266,10869
10000000000,21000,3
10000000000,21000,7
10255622363,21000,144342
50000000000,48792,3
9505462909,598727,7680
11877978790,1682400,76431
11310147989,193041,585
11877978790,1682400,76430
11877978790,250452,92989
26487020626,130077,85500
11577185158,160881,22
7918652527,139936,85499
13558452174,221754,10916
19640845967,300003,30117
20762165122,500000,19638
50152989674,164346,171
11310147989,143576,637
11877978790,255808,100397
11877978790,224628,103013
11588395693,243370,92028
16941716511,300000,162384
11588395693,223988,89623
11196872397,215104,100221
12872215117,244196,10499
11196872397,299188,99875
6669364828,300000,493
13940948997,90565,9370
10290689253,200000,30660
170000000000,21000,305185
102103367203,251899,77
30000000000,420000,1186346
11727025411,155237,1272
9433140391,789572,405
53963811081,223461,1993
7240520380,300000,2019
10806746836,249912,100220
10341383708,167713,14592
28251020806,139315,24639
13620979460,300014,5687
6955374803,300000,540
10894851492,500000,413872
13056644189,300015,105029
34573422212,120000,31466
11803889017,21000,123452
1000000000000,76207,4508727
1000000000000,63000,4508726
16430000000,1000000,3977
30000000000,210000,797446
40000000000,21000,1689
22262776939,600000,65
7273843126,300000,469
11961446172,243380,10909
8727916763,1000000,85723
10541464450,190914,135
12719947162,250000,44707861
12719947162,250000,44707860
12719947162,250000,44707859
12719947162,250000,44707858
12719947162,250000,44707857
12719947162,250000,44707856
12719947162,250000,44707855
12719947162,250000,44707854
12719947162,250000,44707853
12719947162,250000,44707852
12719947162,250000,44707851
12719947162,250000,44707850
12719947162,250000,44707849
12719947162,250000,44707848
12719947162,250000,44707847
12719947162,250000,44707846
12719947162,250000,44707845
12719947162,250000,44707844
12719947162,250000,44707843
12719947162,250000,44707842
12719947162,250000,44707841
12719947162,250000,44707840
415224493216,178118,8558
9767958376,251183,14
9767958376,46602,13
6963027765,186675,8557
339301524087,71000,63
5570422212,189149,9131
23157415889,257602,3583
5751966393,212111,10181
6754644177,333563,2726
6462328873,440686,80741
7407891942,236452,74656
21826097734,151861,85498
14928244156,337611,2932
5140560690,186652,85497
14393381108,300000,162382
22448703474,198929,11103
14162368712,501748,10
21966443063,500000,1668
6140580033,310794,61
5485468259,217734,10180
6182322718,46267,40
6283619602,806367,80740
6435970852,365862,3689
8009528744,226575,4356
8059646792,2100000,12695
31302937159,21000,31465
30000000000,82085,15390
39000000000,250000,108191
40000000000,56947,4
5906641669,523763,183
4818506359,251200,111374
42301133482,216486,24776
49000000000,250000,242521
3212337573,235162,24775
3228399260,300000,243
7215538995,2408637,11780
5897993632,500002,2346
4423495224,413823,1872
43511164127,300002,162380
5986463536,250000,44707763
5986463536,250000,44707762
5986463536,250000,44707761
11337116746,255904,10179
6275874318,500002,2345
3153626844,300000,500
9374993968,835139,4903
9159415143,299336,47332
7460816241,566874,3608
7460816241,218884,3549
7460816241,241478,10542
7460816241,244248,10694
7460816241,252538,3550
3934725991,300000,242
7460816241,252420,3629
1066229059081,228263,115635
6767035938,251899,161
3716266085,240714,115634
6961874260,500000,413871
6961874260,500000,4820
12000000000,70000,63
12000000000,70000,146
7608775618,569480,10695
6107823366,160674,372
7492485309,210288,24638
11564382000,229847,42821
4242795255,224260,100216
7915619000,300015,35431
86800000000,382000,146879
23827680511,21015,105026
53242619322,163493,15089
7592233315,300015,30114
55479528946,300015,162375
8530693128,252164,3576
5978108242,615388,3688
5664702760,287687,54
5772804327,90565,9415
6062401545,389829,10177
6601353712,500000,4664
8802868862,270278,1992
23088268065,300003,162371
10197165966,300015,105024
6031800481,249605,1384
7286485178,231222,2136
5369309128,1887419,1143
5839765668,302043,335
6423748075,97921,334
6396416864,302654,159
7036064947,48897,158
16919171999,184504,4902
7956535531,246978,101224
40112723820,228251,115633
6825751855,251925,683
4304357020,240714,115632
6456535530,224708,103006
7181420754,27938,653
59959890179,129907,8556
10539814947,391489,31
6720075961,150647,8555
9028312417,221342,10915
37243801721,600000,1675
9028312417,252506,10762
71637078078,500000,19623
96654476954,500002,52679
8192138073,252464,10741
10041385956,250000,44707750
10041385956,250000,44707749
10041385956,250000,44707748
10041385956,250000,44707747
10041385956,250000,44707746
10041385956,250000,44707745
10041385956,250000,44707744
10041385956,250000,44707743
10041385956,250000,44707742
10041385956,250000,44707741
10041385956,250000,44707740
10041385956,250000,44707739
10041385956,250000,44707738
10041385956,250000,44707736
10041385956,250000,44707735
10041385956,250000,44707734
10041385956,250000,44707733
10041385956,250000,44707732
10041385956,250000,44707731
10041385956,250000,44707730
12237617043,250000,44707729
12237617043,250000,44707728
10041385956,250000,44707737
235210072589,151876,33844
9638316753,169994,545
4946495545,171406,33843
10024344803,500000,4857
10542574170,100000,123439
8554684974,128648,9415
8554684974,73978,9397
9188373709,237830,99433
44356872337,500000,1645
9104962090,249980,89613
7650542426,100795,8
10706299144,290900,28
9785267141,348046,388
11170609384,247766,10527
8803320407,126284,9364
8803320407,317122,155
7567190995,500000,183944
12982348740,500000,5009
13977474807,257619,231
10045408756,500002,2344
15545333903,300350,8825
7534056567,283084,10946
7534056567,238944,76118
8930117326,500001,7283
7534056567,245138,79655
9147067416,219488,10503
206798814957,500000,2483
9147067416,250440,10803
7307500584,388815,4354
7567190995,500000,1656
6697587994,236794,103005
7729369982,500000,1674
9000000915,500000,1569
29579087420,177782,85496
8969217762,211258,55
4465058663,193263,85495
27919561411,600000,1885
8298051814,221312,10856
7938435524,500001,8017
46345152035,500000,2025
61589783842,500000,1866
6697587994,250374,76424
103231891982,500000,1996
8298051814,252490,10740
347299906182,500000,1667
4465058663,197921,9130
14188761847,257958,22920
21862563378,500000,2008
7543133332,569340,3613
4465369982,1972009,1284
6851337798,253612,0
4465369982,1972009,3940
51982063176,500000,1641
7543133332,220062,10799
3969217762,241716,9129
6709822130414,162502,33207
8449816203,1139220,281
4459448164,2000002,33206
6479990002,226330,92017
44468431741,446090,33842
7213654549,215952,227
4319993335,295460,33841
7761883032,530362,955
6023348900,427137,5260
5821412274,231848,101221
5821412274,1661650,100391
6157251875,185630,10
5821412274,1661650,100390
74867072868,253381,29573
5459752498,222747,89
5174724304,252628,111366
7047271784,209930,5717
17160938775,415209,2529
4764418294,594384,6
5459752498,406747,19
22012278729,276562,2309
5459752498,284664,1232
3933149998,292276,2308
4332305842,839902,14591
9830120164,202281,2082
4151123837,412018,80738
2933149998,1500000,94
4589999474,730628,22919
6281165983,299904,110
6909288863,46609,109
5004440291,48897,11
5223521088,479012,954
2933149998,302755,20395
4399724997,644430,37497
5167595933,365823,7
3519779997,400000,2
5370044745,21000,140
5370044745,65000,139
5370044745,65000,138
5370044745,359607,137
5370044745,21000,1695
5629028575,243006,1991
7017261381,317185,0
8310474074,146826,221029
4822847453,239936,41772
4080067117,240034,100209
32473285584,278110,29571
5738721043,250470,79653
5738721043,252780,82213
5758285914,249354,100387
4060316586382,225751,111723
7325226899,188814,308
4318714435,2000001,111722
8225125925,138603,221028
8770771155,234819,5716
7443884852,250000,44707613
7443884852,250000,44707612
7443884852,250000,44707611
6000000000,46255,130
23983727764,129758,85494
11000000000,254269,5211
3666938351,139555,85493
5500407526,1671590,99870
7227957372,359125,4
5500407526,1671590,99869
11873413177,300000,162363
6130290423,233798,92014
314424103309,227021,42661
7017261381,428085,62
4125305644,2000001,42660
12642625874,500000,4663
6125437578,52966,144335
9559078654,63574,256
7900050639,293204,38
8690063603,46421,37
6551764021,27938,2807
6961764020,177595,368
5627399146,368811,22918
14814253172,998190,11601
250000000000,700000,546
13774920526,1000000,11600
1000000000000,68470,4508679
1000000000000,76207,4508678
10774920526,90000,152066
11105758790,62412,2070
12000000000,90000,128153
35000000000,70000,1
11270080960,250000,44707609
11270080960,250000,44707608
11270080960,250000,44707607
11270080960,250000,44707606
11270080960,250000,44707605
11270080960,250000,44707604
11270080960,250000,44707603
11270080960,250000,44707602
11270080960,250000,44707601
11270080960,250000,44707600
11270080960,250000,44707599
11270080960,250000,44707598
11270080960,250000,44707597
11270080960,250000,44707596
11270080960,250000,44707595
11270080960,250000,44707594
11270080960,250000,44707593
11270080960,250000,44707592
11270080960,250000,44707591
11270080960,250000,44707590
11270080960,250000,44707589
11270080960,250000,44707588
11270080960,250000,44707587
11270080960,250000,44707586
11270080960,250000,44707585
11270080960,250000,44707584
11270080960,250000,44707583
11270080960,250000,44707582
11270080960,250000,44707581
11270080960,250000,44707580
11270080960,250000,44707579
11270080960,250000,44707578
11270080960,250000,44707577
11270080960,250000,44707576
11270080960,250000,44707575
11270080960,250000,44707574
11270080960,250000,44707573
11270080960,250000,44707571
11270080960,250000,44707570
11270080960,250000,44707572
416997191301,228263,115631
8654584153,217822,10266
3900350063,240714,115630
7030035182,307892,953
5871691899,248130,82212
10782301067,564955,241
5871691899,226642,110190
5871691899,229756,100385
5871691899,251256,76114
6009504804,92440,9588
11557854277,350000,10998
5218021109,159468,42
3954233960,350000,10997
9021864429,300015,61958
6861819830,45038,168
5906310754,27938,582
8188319281,3000000,2762
9000000000,21000,2006
119187129673,228263,115629
6602244505,225177,330
3437486585,240714,115628
163884559858,265309,24637
6880152124,257704,0
8365607962,300015,162357
5041478351,3389907,8930
5530047345,231918,101217
5530047345,226330,99429
7112701350,221260,10888
8195421020,257602,10474
18303205340,600000,1626
22432776285,500000,1650
6149189061,255966,99428
116865357765,1200000,4799
6692217526,252640,82210
13917864585,346217,11779
5500000000,327941,26
7447910318,308459,1093
6000000000,152267,70
11260069999,300000,77363
9117106104,155339,24636
60976390858,345883,5023
8309544252,300511,194
11776423649,177376,24635
42810143631,221488,29570
9622511264,244748,2160
27287210949,89543,1211
8084753667,74978,9402
8893237118,63620,117
9325018475,298049,18
8028904925,324491,98
8028904925,424110,122
8028904925,53150,121
11177423223,500000,5004
59393001115,228263,115627
7553170710,239029,293
5044106853,240714,115626
25405039397,300001,162354
7566160279,874610,76421
90378870523,350000,5385
7706612827,286844,73
7706612827,48897,17
7698277213,63589,712
7056984697,229676,110188
7740402885,247988,5715
13526493938,300000,162353
6387011700,254902,74907
37696770187,177806,85492
5089998835,245697,135
2991379603,193287,85491
2991379603,884070,29569
5089998835,279061,10
13539133898,350000,15753
6018858707,230721,10262
2659268396,350000,15752
37274052014,89507,7996
4691446620,205629,168
3324072995,99090,7995
3988887594,249942,74642
6905996434,247680,10679
16312616657,257602,10743
4164034535,3020947,1142
4970088591,229214,24634
5292259216,245869,41771
2836841439,400000,2
3546051799,244832,76420
15856361391,258329,29568
4833038287,77942,54553
4877949096,272856,99
4652547921,287317,10176
5195699902,284777,21
5585038881,241400,99866
6901142827,45038,21
37554522786,155909,24633
5000000000,221041,68
7342021527,956638,70
39561023782,144918,8554
7428043669,187437,1525
5223731232,161082,8553
4947293490,141765,85490
8400000000,203070,27803
4184916609,147394,85489
8398661967,361988,138
54553490246,249112,33840
6000000000,222196,302
4184916609,280034,33839
6157078593,242895,22917
7744369610,63605,97
7672373747,291935,859
7672373747,316720,13
6859323962,321944,313
6859323962,45038,835
6885141481,128914,221027
5510995797,2269802,9024
11765268807,164291,24632
17227047138,466214,33838
22000000000,282854,4034
3763918804,244276,33837
18423468717,500000,5003
76188760109,143220,85488
7290810708,181287,46
3763918804,146219,85487
4234408654,320000,14370
11887900094,357271,2370
8100197002,209205,11102
6099651547,374095,10175
6295136339,440809,45495
7348796985,63589,46
7625491839,236656,101213
20000000000,128539,2340
40000000000,21000,0
9053975351,500000,1768
15084552097,198149,11101
16138015448,161710,4033
9042489770,500001,8016
7625491839,295336,92012
41019612462,198929,11100
11010463908,242834,2158
6781867327,252768,76419
6781867327,242008,99864
6327128497,784799,11778
7975107652,313037,709
7504076314,243850,89604
9027584632,250000,44707350
9027584632,250000,44707349
9027584632,250000,44707348
9027584632,250000,44707347
9027584632,250000,44707346
9027584632,250000,44707345
9027584632,250000,44707344
7169918152,27938,183
8764264075,45038,108
8906306316,63605,212
7169918152,45038,244
8354153640,2100004,16624
8117691300,243494,99863
10872978634,300015,105018
11167601790,244737,24631
25917348296,600000,1884
6337939471,450000,19268
13823841167,731946,232
10077344751,221852,10848
8450585962,250498,101212
8450585962,312026,82208
7724967708,91960,76
7629224288,119051,16
8157140390,154820,10174
21343875059,600000,1613
7506748107,241224,74904
10159132438,250000,44707338
10159132438,250000,44707337
10159132438,250000,44707336
30000000000,331741,3
7422622072,248596,110183
57180657679,208743,41652
12081975102,152833,1228
4948414715,212733,41651
36607930878,206325,10173
15000000000,160992,86
7422622072,250780,89601
29047818087,350000,10996
8055013860,222196,1938
4937891056,350000,10995
6900000000,212520,1012
16288515954,500000,4662
17082365397,326135,3687
44313922000,330330,42819
155928718217,177806,85486
6000000000,251899,286
4855565822,193287,85485
8892598965,226356,10774
8892598965,219374,10867
8892598965,240634,10688
8892598965,245690,3586
8892598965,247776,10796
6063710358,2044110,8926
8400000000,437368,27795
16186142045,228540,5714
6567428335,235780,38789
6567428335,236780,10299
5988655466,285843,16608
5988655466,664149,25096
5321672511,420000,18824
9602662398,250000,44707335
9602662398,250000,44707334
9602662398,250000,44707333
9602662398,250000,44707332
9602662398,250000,44707331
9602662398,250000,44707330
9602662398,250000,44707329
9602662398,250000,44707328
9602662398,250000,44707327
9602662398,250000,44707326
9602662398,250000,44707325
9602662398,250000,44707324
9602662398,250000,44707323
9602662398,250000,44707322
9602662398,250000,44707321
9602662398,250000,44707320
9602662398,250000,44707319
9602662398,250000,44707318
9602662398,250000,44707317
9602662398,250000,44707316
9602662398,250000,44707315
9602662398,250000,44707314
9602662398,250000,44707313
9602662398,250000,44707312
9602662398,250000,44707311
9602662398,250000,44707310
9602662398,250000,44707309
9602662398,250000,44707308
9602662398,250000,44707307
9602662398,250000,44707306
9602662398,250000,44707305
9602662398,250000,44707304
9602662398,250000,44707303
9602662398,250000,44707302
9602662398,250000,44707301
9602662398,250000,44707300
9602662398,250000,44707299
9602662398,250000,44707298
7902682405,242622,10822
68791563986,500000,1721
115449237515,438561,153
25000000000,192414,65
7902682405,218064,10810
7902682405,240586,10896
7902682405,245754,3574
5731046113,1000000,85718
41000000000,500000,255
7902682405,308362,10526
8536909875,250000,44707297
8536909875,250000,44707296
8536909875,250000,44707295
8536909875,250000,44707294
8536909875,250000,44707293
8536909875,250000,44707292
8536909875,250000,44707291
8536909875,250000,44707290
8536909875,250000,44707289
8536909875,250000,44707288
8536909875,250000,44707287
8536909875,250000,44707286
8536909875,250000,44707285
8536909875,250000,44707284
8536909875,250000,44707283
8536909875,250000,44707282
8536909875,250000,44707281
8536909875,250000,44707280
8536909875,250000,44707279
8536909875,250000,44707278
8536909875,250000,44707277
8536909875,250000,44707276
8536909875,250000,44707275
8536909875,250000,44707274
8536909875,250000,44707273
8536909875,250000,44707272
8536909875,250000,44707271
8536909875,250000,44707270
8536909875,250000,44707269
8536909875,250000,44707268
8536909875,250000,44707267
8536909875,250000,44707266
8536909875,250000,44707265
8536909875,250000,44707264
8536909875,250000,44707263
8536909875,250000,44707262
8536909875,250000,44707261
8536909875,250000,44707260
8536909875,250000,44707259
8536909875,250000,44707258
8536909875,250000,44707257
8536909875,250000,44707256
8536909875,250000,44707255
8536909875,250000,44707254
8536909875,250000,44707253
8536909875,250000,44707252
8536909875,250000,44707251
8536909875,250000,44707250
8536909875,250000,44707249
8536909875,250000,44707248
8536909875,250000,44707247
8536909875,250000,44707246
8536909875,250000,44707245
8536909875,250000,44707244
8536909875,250000,44707243
8536909875,250000,44707242
8536909875,250000,44707241
8536909875,250000,44707240
8536909875,250000,44707239
8536909875,250000,44707238
8536909875,250000,44707237
8536909875,250000,44707236
8536909875,250000,44707235
8536909875,250000,44707234
8536909875,250000,44707233
8536909875,250000,44707232
8536909875,250000,44707231
8536909875,250000,44707230
8536909875,250000,44707229
8536909875,250000,44707228
8536909875,250000,44707227
8536909875,250000,44707226
8536909875,250000,44707225
8536909875,250000,44707224
8536909875,250000,44707223
8536909875,250000,44707222
8536909875,250000,44707221
8536909875,250000,44707220
8536909875,250000,44707219
8536909875,250000,44707218
8536909875,250000,44707217
8536909875,250000,44707216
8536909875,250000,44707215
8536909875,250000,44707214
8536909875,250000,44707213
8536909875,250000,44707212
8536909875,250000,44707211
8536909875,250000,44707210
8536909875,250000,44707209
8536909875,250000,44707208
8536909875,250000,44707207
8536909875,250000,44707206
8536909875,250000,44707205
8536909875,250000,44707204
8536909875,250000,44707203
8536909875,250000,44707202
8536909875,250000,44707201
8536909875,250000,44707200
336489327658,279923,3686
8601487268,387450,763
19700477239,600000,3223
60127201573,500000,1644
3809793741,516255,10058
10590302899,914927,229
3809793741,525856,10057
8368511685,200000,10802
10653105299,500000,1640
11253429848,219342,5713
43320380254,91798,8114
4687672047,446059,2
4650292507,101262,8113
14642836464,600000,1767
19025508383,500000,1787
19879551580,500000,1772
5580351009,248270,110180
58928385737,500000,1720
5580351009,238426,76415
7164056275,247782,10497
4767774400,474195,45494
5492946117,87455,9470
6042246222,27938,98
6042246222,284200,28
6042246222,93277,27
6646112847,63301,166
6070747058,411459,63
6677827834,75906,62
5312045347,571927,802
5541194448,277035,8093
9000000000,21000,1883
107356834582,136854,85484
5000000000,191142,14
3687672047,146713,85483
6064356543,839202,90583
5869003465,63589,393
6159923004,141806,11099
4620488721,400000,2
16990469918,370953,64148
4000000000,216037,0
4331708176,2000003,64147
23362147894,500000,1942
7750776705,219970,10460
7750776705,247706,10770
4875229152,285040,1759
4970078400,500000,4661
7445685263,284634,708
6043537619,27938,429
4992231870,2492948,1141
4997516862,325163,6281
3752668010,312567,20394
5596097394,258011,2626
5832341802,214839,13984
6723809805,500000,4774
6723809806,500000,167141
11107538195,700000,160
7126273585,195088,5712
5629002015,233744,102995
4503201612,400000,2
13277372753,300000,162344
9000000000,21000,1689
12000000000,21040,78
9700000000,21000,1084
75000000000,80000,9923
44468705246,21000,2051
4248760407,843060,7679
7214503809,242560,3612
16288565592,600000,1625
17551433624,500000,1649
8714947512,278760,1726
14584208756,1000000,730
28416785594,327600,29567
15000000000,210000,51
5466362360,523506,1758
5840586885,3086793,1140
5841875853,452929,13983
5880967372,2995147,1423
6815194528,53592,1083
6815194528,257039,1082
6815194528,21000,151
3575992748,1226245,1754
9082310852,500000,4749
13466458215,700000,159
4333674848,430000,14369
13607565604,200000,1303
6891047881,219254,3607
16158052951,500000,1766
54780034263,177806,85482
15750000000,222196,298
3540586880,193275,85481
8000000000,21000,0
150000000000,400000,9272
150000000000,400000,9273
4713578361,793184,7678
6891047881,308266,10948
6564472375,46506,30
11695676108,500002,52676
6825032707,343154,45
7507542803,45038,35
7168948926,264694,5711
13320267821,700000,158
14781511111,130984,221026
10305734060,176883,4901
15683817609,227947,1643
15000000000,210000,49
28354697129,206458,5710
10148430717,278836,168
7806854320,239848,101207
5204569547,901212,3719
7970812628,6304920,25
8156645230,334758,1409
7922796649,295520,29
7922796649,46506,28
7634006374,242004,101206
9482985185,151890,221025
8560517041,317703,1642
13200000000,329786,92
14455325419,700000,157
8324997358,52966,144327
13000000000,833229,8
38000000000,22432,10
5289899185,314887,2483
7634006374,854478,79644
10459278206,500000,4851
11261475400,21000,3693
11261475400,21000,7045
11261475400,21000,84902
9183677091,250000,44707166
9183677091,250000,44707165
9183677091,250000,44707164
29351113000,295869,42818
6128191574,73978,9504
5128191573,500000,2
7922796649,412554,27
7922796649,46500,26
6712166879,385842,80736
9739444444,136087,221024
13766645138,301717,13094
6903661419,509238,5259
7204597968,3459554,9021
7923997041,1340580,78104
8324997358,52966,144325
12641298486,323718,29566
17000000000,210000,42
14000000000,21000,321
14000000000,21000,6478208
72000000000,170251,14814
15952498152,21000,117632
6630475698,377454,179
21058654639,200000,1302
129401235051,350000,10994
14162368712,218856,8
5128201573,350000,10993
8437236120,27938,1604
9438599562,27938,24
8580537256,27938,75
54234979912,182841,68106
8000000000,540794,40
6317473429,193288,68105
9476210143,249936,92005
7800481323,27938,77
8580537256,63605,14
10005311521,244814,102993
27505420543,250000,5038
9827433190,311283,1415
6670207681,250000,5037
33717440672,227327,115625
9827433190,283837,29
6091340210,244905,115624
472502671009,163837,8552
10000000000,460597,10
10000000000,69844,9
7614175262,190447,8551
6970759472,129076,85480
11460000000,307417,253
6168469029,139005,85479
8191463476,63589,106
6168469029,325233,20393
12005860664,136189,285
9931213584,257726,41770
10000000000,330000,87
9252703543,1507142,76108
77000000000,237985,92
9252703543,1507142,76107
33873703488,178432,170
15229602317,408102,599
120584285714,21000,16
7425911502,306658,7677
50249178677,500000,2037
63101049303,500000,2481
129052174800,500000,1779
46100000000,230000,1634
24670732746,177806,85478
9856545616,230750,137
7782471300,193287,85477
12436419277,500000,413869
15000000000,55945,483
12318774348,27938,186
11792432593,389422,249
10347274995,340504,402
9172590445,3000000,2761
10888366959,559037,240
15098459416,172017,1299
8000000000,139619,3
32919899589,176238,33836
17180847021,216150,15531
7380454680,187772,33835
11070682020,1770102,111361
77000000000,202544,90
11070682020,1770102,111360
26240392449,200000,1301
1522571607766,21000,253216
1522571607766,175075,10011
152915235591,249136,33834
12839466532,299038,1295
8112104330,280434,33833
14827716074,500002,2343
69821832365,500000,1629
7413858037,269799,2482
16279328225,523901,144
13415599706,300015,61953
13415599706,300015,162340
40000000000,467104,89
14044957800,500000,1624
30646523051,300002,61952
12380711785,289828,89597
12380711785,226362,82201
12380711785,311824,89550
12566448183,238478,100193
12566448183,236736,92967
49439870552,298791,41103
18600000000,806790,5404
8377632122,301495,41102
55924317556,625438,33832
16139534831,249010,908
8377632122,266012,33831
32575178641,500000,1639
36597597943,500000,1626
216936877942,177806,85476
12728454131,307789,1294
8377632122,193287,85475
10249120090,317158,362
10249120090,59957,634
8988472876,148422,14589
11170805701,234524,102992
18277042718,1215596,1713
14739503147,177806,85474
10980848116,230750,136
7447203801,193287,85473
12919288888,131818,221023
11170805701,244044,76105
16634746860,500002,2342
11170805701,243922,79641
907206006692,350000,15751
18103403646,242834,1692
7447213795,350000,15750
10872179687,558847,239
15277763442,243390,82200
13382426540,63589,10
15865082016,375458,588
20370351256,500002,2341
18108775420,504212,13091
13581581565,226482,111358
13581581565,226390,79640
14837703945,400000,12994
36760000000,200000,0
36760000000,200000,0
36760000000,200000,0
36760000000,200000,0
36760000000,200000,0
36760000000,199927,1
10512318736,324681,14588
18167001324,250000,44707046
15860350479,338309,5
15860350479,27938,423
14422788721,317105,25
15352719235,27938,45
14418487327,310349,20
15860350479,46422,19
11919638428,45038,105
14422788721,93512,9431
11459794405,200976,45493
45296813338,91597,8112
13142752257,133058,28
11063653672,101016,8111
113090248725,145037,8550
13444779803,367251,20
11063653672,158791,8549
15240672131,300015,162337
20285334612,300015,61951
13112426029,329501,4353
42308237037,148778,221022
31485613782,231864,24630
12361541052,27938,80
11534693737,45038,44
12442479459,463065,1250
17918538325,839440,1537
12126293475,500000,1813
16770255428,500000,5002
68975602026,600000,1864
70171700822,500000,1941
87338428650,500000,1995
300659985202,500000,2024
1398613956628,203355,73
43080813015,600000,1655
821225017039,173565,61
15562309862,250000,44707045
15562309862,250000,44707044
10788416467,1942714,1869
7671974511,400000,2
10255156259,250000,44707042
11129090436,250000,44707041
11129090436,250000,44707040
11129090436,250000,44707039
9983519839,172413,5022
6000000000,139619,2
10076148204,317456,14587
11690187849,181188,4454
10221163261,500000,4818
5683276252,750000,145
10588061893,346142,19
5683276252,750000,144
18573500617,300000,5676
28583507800,542131,111721
7462161335,241401,739
6393390158,2000001,111720
20360586143,226717,5709
79052091608,155372,33830
8759931503,133058,26
5683013474,174902,33829
92236195625,350000,10992
10588061893,243658,5
5683023474,350000,10991
10152388015,245788,3568
39683473310,350000,15749
13000000000,810210,6854
5051811113,350000,15748
7577701669,1748332,99860
9341119256,251744,651
7577701669,1748332,99859
301695574259,149041,64146
44000000000,166909,86
10326047383,51000,85
5683276252,2000001,64145
97448148148,300000,221021
10399808043,252504,3617
7576212840,1000000,85717
10217759910,343832,311
12519398791,250000,44707038
12519398791,250000,44707037
12519398791,250000,44707036
12519398791,250000,44707035
12519398791,250000,44707034
12519398791,250000,44707033
12519398791,250000,44707032
12519398791,250000,44707031
12519398791,250000,44707030
12519398791,250000,44707029
12519398791,250000,44707028
12519398791,250000,44707027
12519398791,250000,44707026
12519398791,250000,44707025
12519398791,250000,44707024
12519398791,250000,44707023
12519398791,250000,44707022
12519398791,250000,44707021
12519398791,250000,44707020
12519398791,250000,44707019
12519398791,250000,44707018
12519398791,250000,44707017
12519398791,250000,44707016
12519398791,250000,44707015
12519398791,250000,44707014
12519398791,250000,44707013
12519398791,250000,44707012
12519398791,250000,44707011
12519398791,250000,44707010
12519398791,250000,44707009
9885853308,292580,182
8271942161,292800,113
10695432034,236802,89594
9686399899,248394,92002
11332346196,247802,10906
11426609535,725312,3604
11426609535,304188,3561
11426609535,310750,10913
13235479381,250000,44706988
13235479381,250000,44706987
13235479381,250000,44706986
13235479381,250000,44706985
13235479381,250000,44706984
13235479381,250000,44706983
13235479381,250000,44706982
13235479381,250000,44706981
13235479381,250000,44706980
13235479381,250000,44706979
13235479381,250000,44706978
13235479381,250000,44706977
13235479381,250000,44706976
13235479381,250000,44706975
13235479381,250000,44706974
13235479381,250000,44706973
13235479381,250000,44706972
13235479381,250000,44706971
13235479381,250000,44706970
13235479381,250000,44706969
13235479381,250000,44706968
13235479381,250000,44706967
13235479381,250000,44706966
13235479381,250000,44706965
13235479381,250000,44706964
13235479381,250000,44706963
13235479381,250000,44706962
13235479381,250000,44706961
13235479381,250000,44706960
13235479381,250000,44706959
13235479381,250000,44706958
13235479381,250000,44706957
13235479381,250000,44706956
13235479381,250000,44706955
13235479381,250000,44706954
13235479381,250000,44706953
13235479381,250000,44706952
13235479381,250000,44706951
13235479381,250000,44706950
13235479381,250000,44706949
13235479381,250000,44706948
13235479381,250000,44706947
13235479381,250000,44706946
13235479381,250000,44706945
13235479381,250000,44706944
13235479381,250000,44706943
13235479381,250000,44706942
13235479381,250000,44706941
13235479381,250000,44706940
13235479381,250000,44706939
13235479381,250000,44706938
13235479381,250000,44706937
13235479381,250000,44706936
13235479381,250000,44706935
13235479381,250000,44706934
13235479381,250000,44706933
13235479381,250000,44706932
13235479381,250000,44706931
13235479381,250000,44706930
13235479381,250000,44706929
13235479381,250000,44706928
13235479381,250000,44706927
13235479381,250000,44706926
13235479381,250000,44706925
13235479381,250000,44706924
13235479381,250000,44706923
13235479381,250000,44706922
13235479381,250000,44706921
13235479381,250000,44706920
13235479381,250000,44706919
13235479381,250000,44706918
13235479381,250000,44706917
13235479381,250000,44706916
13235479381,250000,44706915
13235479381,250000,44706914
13235479381,250000,44706913
13235479381,250000,44706912
13235479381,250000,44706911
45434144641,228263,115623
12153183859,217822,52
7153632345,240714,115622
8436693263,325456,28
9280371026,93277,27
10938541646,45038,54
7427367654,93277,181
8436693263,310428,183
8361445530,1382178,78103
9641051479,253954,89593
8426838773,123682,144322
9641051479,236540,74894
14148485875,300000,105006
9641051479,235482,111354
12876866720,1520430,5159
16448391766,270859,41769
55629019542,249112,33828
12970084969,247112,2782
5741471019,280434,33827
8986273038,286891,183
10386759235,262807,180
7456858166,46626,182
18180813189,300003,162329
11771270302,500000,4660
16121987779,300003,162328
56141603513,145909,85472
13400000000,875469,5402
5137723079,151789,85471
37918572265,300000,105005
21289832957,500000,19708
69203464191,177806,85470
20580000000,222196,294
6733485030,193287,85469
10560299971,232650,82195
