gas_used,gas_price,label
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
33207,15797190500,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
21000,9924954541,0
120474,7377085187,1
257056,6243240759,1
101006,3176311000,1
46458,1450741901,1
177384,1132044203,1
27938,1624097277,1
35204,2163406129,1
185784,2163406129,1
60311,1951507053,1
206284,1745722078,1
195591,2143604401,1
209371,850759315,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
41124,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
121293,88377841780,1
121250,42445474362,1
266946,24461778867,1
113579,10347167803,1
375965,112031876209,1
605464,19046197867,1
366769,5000000000,1
35204,1898902328,1
21000,183309874791,1
156370,17910468759,1
121502,18151621926,1
490802,6031441577,1
122510,5069713521,1
103995,1500000000,1
154133,648161268528,1
154086,298137140105,1
112685,464694868672,1
123891,328826364368,1
151070,64918866712,1
110064,62025104355,1
118834,32812156463,1
123894,29252928845,1
227269,28433803982,1
298660,25332617593,1
1264913,16581762764,1
131129,11746576463,1
116300,37615105761,1
301214,1500000000,1
324366,23970353889,1
123638,9604256416,1
99310,4000000000,1
245295,4046233146,1
21000,1620670890,1
47421,1620670890,1
30404,1318163605,1
30416,1148113063,1
135210,0,1
115950,1500000000,1
116790,123390615639,1
30392,1153849139,1
123816,435763500721,1
123871,168651619297,1
127155,151600711299,1
121236,87859892251,1
140457,63620669935,1
113189,41793981172,1
96168,0,1
345239,6050000000,1
94299,207040451992,1
118051,35581164618,1
21000,0,1
103074,0,1
88543,1500000000,1
71409,91821340646,1
102496,40000000000,1
168571,13747959681,1
159557,602462992666,1
123891,543555517408,1
121246,169834990784,1
164094,836144951,1
215825,187443603286,1
110006,48740547555,1
141023,41488221243,1
124402,45905776252,1
135100,40199710123,1
113614,37816147294,1
101006,25347465547,1
165279,106444852672,1
272530,90996339000,1
112841,193420216097,1
153842,145074935743,1
107366,0,1
171573,2000000000,1
133207,253771359810,1
98371,35500000000,1
88280,3020000000,1
88280,3020000000,1
88280,3020000000,1
88280,3020000000,1
112849,186982774824,1
27603,40420044591,1
46109,24935160801,1
21000,21497993421,1
46109,12935160801,1
21000,10935160801,1
400364,4179891894,1
21000,40512251702,1
223898,4849686523,1
103618,193321239934,1
151703,0,1
183325,2000000000,1
134139,298636360453,1
118768,30906131395,1
99310,19760000001,1
32244,19760000000,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
39439,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
113848,1000000000,1
138148,1000000000,1
128493,33069455209,1
121911,1500000000,1
118383,65576438228,1
110334,15201162294,1
123025,5317945447,1
48897,1354307963,1
200580,1163747380,1
165537,475075592544,1
85340,0,1
256507,2000000000,1
75575,817460648322,1
103702,46273547668,1
115325,52707646687,1
120474,36398353668,1
117944,39747054331,1
21000,0,1
272576,33417245011,1
705901,2598674039,1
535785,2598674039,1
355711,102956421431,1
317998,7457872052,1
143204,286942940238,1
166965,1500000000,1
123733,602107325809,1
118821,85286559846,1
129426,48348296990,1
111753,212388967893,1
316422,0,1
249665,1500000000,1
267501,660331447870,1
141764,75651572153,1
21000,13840019864,1
124044,12145571464,1
30416,1622518067,1
172972,1622518067,1
112817,58026552067,1
54146,1408152059,1
60311,1189060689,1
21000,0,1
118813,113079834349,1
118900,73039003495,1
118086,46837610416,1
21000,0,1
500000,389484888511,0
71000,464910105567,0
241330,9951870624,0
21001,231498791015,0
21002,225447521484,0
335508,51108162216,0
500000,42511801745,0
297744,9951870624,0
257602,463922179622,0
180000,50000000000,0
21000,45000000000,0
21000,45000000000,0
21000,45000000000,0
21000,45000000000,0
21000,45000000000,0
21000,45000000000,0
21000,45000000000,0
21000,45000000000,0
265684,67548423720,0
32905,141653270217,0
21000,40885000000,0
247680,174419880586,0
120000,1000000000000,0
210000,30000000000,0
210000,30000000000,0
21000,29793777671,0
318978,27046776483,0
21000,24592056009,0
21000,24592056009,0
21015,21689313185,0
300000,19430286205,0
240308,63361766834,0
87450,17000000000,0
21015,17874404014,0
21015,16713062977,0
933831,14000000000,0
21000,13685994297,0
30000,300000000000,0
136617,1000000000000,0
63000,1000000000000,0
21000,12000000000,0
90000,12000000000,0
76536,1000000000000,0
76550,1000000000000,0
21000,11843338400,0
21000,11843338400,0
21000,11843338400,0
21000,11843338400,0
21000,11843338400,0
21000,11843338400,0
21000,11843338400,0
21000,11843338400,0
21000,11753263454,0
21000,11753263454,0
21000,11753263454,0
21000,11753263454,0
350000,11711288739,0
350000,11711288739,0
350000,11711288739,0
161120,11601864584,0
35700,11457850634,0
21000,11402796876,0
100000,11402796876,0
100000,11711288739,0
100000,11711288739,0
100000,11711288739,0
100000,11711288739,0
53593,11249274560,0
63209,11002299615,0
61811,11000000000,0
500000,19115051652,0
300015,12425917128,0
300015,12425917128,0
500000,10447345293,0
500000,10447345292,0
50000,10149783573,0
500000,10058466515,0
100000,30000000000,0
90000,30000000000,0
21000,34623274560,0
21000,10000000000,0
21000,10000000000,0
90000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21408,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
250000,10000000000,0
21000,10000000000,0
21096,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
70000,10000000000,0
21000,10000000000,0
21000,10000000000,0
50000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
21000,10000000000,0
75000,10000000000,0
21000,10000000000,0
43012,20000000000,0
50000,9882423959,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
259277,16348357557,0
400000,30000000000,0
559506,16066159659,0
94813,9618409405,0
25600,9515806302,0
60000,9424056928,0
21000,9370000000,0
118908,9350000000,0
266282,9350000000,0
47286,9300000000,0
21000,9169030991,0
117252,15703729168,0
177039,15703729168,0
69295,16115051652,0
239719,16115051652,0
167737,15703729168,0
160606,13250794376,0
46280,100000000000,0
46058,16115051652,0
55453,16115051652,0
102251,16115051652,0
214051,16115051652,0
46195,16115051652,0
65000,16115051652,0
65000,16115051652,0
65000,16115051652,0
78416,16115051652,0
342297,16115051652,0
262536,25919331232,0
21600,9000000000,0
250000,9000000000,0
75808,9000000000,0
80000,150000000000,0
2100005,8694566190,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
771000,10000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
23300,17000000000,0
21000,17000000000,0
23300,17000000000,0
23300,17000000000,0
21000,17000000000,0
21000,17000000000,0
90000,300000000000,0
826925,10000000000,0
197600,15615051652,0
21000,17000000000,0
39617,13223169793,0
55516,106627483824,0
982006,13223169793,0
249510,13223169793,0
500000,12904340075,0
29929,13223169793,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
500000,12904340075,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
207128,102000000000,0
90000,300000000000,0
277659,13572793905,0
484972,17615051652,0
484972,17615051652,0
484972,17615051652,0
96437,9000000000,0
191672,9000000000,0
21000,29978186898,0
338346,10000000000,0
322481,9000000000,0
289240,12680000000,0
55534,106627483824,0
70000,10227509797,0
565428,13223169793,0
569828,13572793905,0
39630,13572793905,0
21000,13572793905,0
71870,50000000000,0
740000,12904340074,0
90000,300000000000,0
284330,21382040794,0
258615,54414185947,0
648700,8399378805,0
156205,17269160832,0
368168,32807525826,0
296182,12608509558,0
888696,12608509558,0
740000,11024523284,0
36745,8744836121,0
66875,10109407282,0
90000,8182007838,0
120000,31925803807,0
120000,31925803807,0
271646,11451870625,0
21000,11195710582,0
65090,11195710582,0
142737,11195710582,0
538074,14209413325,0
126285,10115774874,0
204617,11195710582,0
303373,8859084220,0
159921,10412517189,0
46135,11195710582,0
163360,11195710582,0
170595,11195710582,0
149888,11195710582,0
46267,11195710582,0
187353,11195710582,0
85281,10000000000,0
46077,11195710582,0
133648,11195710582,0
55331,10412517189,0
79169,10412517189,0
46135,11195710582,0
36015,10412517189,0
21000,10412517189,0
110761,11195710582,0
289952,11195710582,0
21000,11195710582,0
46091,10412517189,0
150600,11195710582,0
186518,11195710582,0
352909,10412517189,0
185202,11195710582,0
21000,10412517189,0
170779,10180886377,0
58676,11195710582,0
186902,10412517189,0
157380,10412517189,0
109191,10412517189,0
21000,10690159866,0
46256,10412517189,0
21000,10412517189,0
40993,11195710582,0
122520,10412517189,0
36430,15115051652,0
188577,10412517189,0
81261,10412517189,0
56617,10412517189,0
55074,10412517189,0
43986,10412517189,0
212158,10690159866,0
51981,10412517189,0
46135,10412517189,0
21000,10412517189,0
46135,10690159866,0
159801,10690159866,0
179197,10412517189,0
72878,10412517189,0
75023,10412517189,0
330830,10412517189,0
44650,10690159866,0
180026,10690159866,0
65963,10412517189,0
53860,10690159866,0
142728,10690159866,0
176559,10412517189,0
69951,10690159866,0
332127,10412517189,0
94813,10412517189,0
105000,15115051652,0
1000000,15115051652,0
21000,10412517189,0
199348,14703729168,0
46135,10690159866,0
147690,10690159866,0
46135,10690159866,0
21000,10690159866,0
111597,15115051652,0
46364,11000000000,0
43388,9508840026,0
61411,10690159866,0
21000,10690159866,0
145384,10690159866,0
142713,10690159866,0
36015,10690159866,0
172683,10690159866,0
21000,10690159866,0
142896,10690159866,0
46137,10690159866,0
21000,10690159866,0
46703,10690159866,0
59402,10690159866,0
21000,10690159866,0
21000,10690159866,0
150450,10690159866,0
389126,10690159866,0
201752,10690159866,0
715041,10690159866,0
46135,10690159866,0
277246,10690159866,0
167737,10690159866,0
331059,10690159866,0
60679,10690159866,0
21000,10690159866,0
234892,10690159866,0
21000,10690159866,0
175563,10690159866,0
145998,10690159866,0
27938,10690159866,0
69163,10690159866,0
132175,10690159866,0
681432,10690159866,0
133344,10690159866,0
21000,10690159866,0
51909,11451870624,0
248440,20400000000,0
87051,10690159866,0
21000,10690159866,0
45038,10690159866,0
328061,10690159866,0
157515,10690159866,0
92274,10690159866,0
163031,10690159866,0
161571,10690159866,0
46634,51220433794,0
46219,10690159866,0
193566,3922303795,1
110274,12820587100,1
236103,8084138580,1
27938,1177452148,1
179429,1618856927,1
136093,8632323117,1
245481,8147270053,1
240123,5855171978,1
101903,2000000000,1
111723,1500000000,1
60311,1163845111,1
60311,1354535441,1
205274,1163845111,1
143177,929084563383,1
182336,1500000000,1
289565,95525505766,1
146414,35842272499,1
120204,30960266819,1
171619,23901450701,1
270580,9835614512,1
193595,1960000000,1
217377,1834766261,1
45038,1324426211,1
27938,1922112423,1
143173,463630378633,1
112737,216097705953,1
153332,135184005644,1
109983,56363105984,1
113188,26734299001,1
124375,58486623889,1
486167,7118419551,1
27938,1162929164,1
21000,63051322675,1
114810,18743974765,1
21000,12754737943,1
229923,7500000000,1
65625,7160000000,1
105355,2532614650,1
123902,143594324970,1
146519,45477085162,1
153986,43332965818,1
116300,38325450558,1
158527,293253565569,1
860212,118813386056,1
44821,29857097481,1
103618,29097732692,1
183191,28149288677,1
118930,18843258294,1
156771,17305783222,1
228630,2567837970,1
69834,1775042659,1
237288,9003807299,1
201387,9003691050,1
206825,13194643488,1
337482,7826292815,1
123894,228414208983,1
489171,56483147314,1
276968,2004597037,1
102054,2001601507,1
102494,2001312436,1
90346,2001264053,1
90785,2000948984,1
121222,177053721707,1
153902,149354979835,1
109958,111754197916,1
148621,6000000000,1
145776,1000000000,1
164686,177944293320,1
148853,153914698616,1
119024,42465184672,1
133505,20275944721,1
139603,1178761572,1
196020,93183133714,1
286054,37773730852,1
399905,5437191014,1
1236748,2327086076,1
537744,1486888961,1
236914,1302723831,1
27938,1000000000,1
46702,1486888961,1
182030,1302723831,1
40411,1543210710,1
206001,1543210710,1
202886,1302723831,1
21000,72372976066,1
114366,2000000000,1
21000,23226678203,1
46097,23226678203,1
21000,17629169919,1
21000,11496678203,1
21000,6382000000,1
65625,6382000000,1
54237,6250000000,1
189471,6000000000,1
485852,4030006073,1
146465,5142406554,1
109808,112302099503,1
421554,1000000000,1
515270,109506618222,1
121437,1000000000,1
104863,47014714433,1
128717,343421855754,1
121217,94073815013,1
123968,67935711333,1
109078,52901042658,1
120320,44198522377,1
101975,2146687073,1
236811,51799310303,1
113164,31059428299,1
123847,226872140676,1
153818,204775670714,1
142107,160097494974,1
133761,349344442700,1
292184,43491075470,1
369559,620,1
135945,9002767067,1
109734,27186811902,1
21000,4000000000,1
32128,14147194311,1
47095,14147194311,1
203801,2054967238,1
21000,0,1
21000,0,1
165619,84262295968,1
38304,99654136925,1
40149,99654136925,1
47280,40494136925,1
49696,36534136925,1
27603,28230307592,1
46097,28154136925,1
213271,27654136925,1
116387,27212338456,1
165573,126513958569,1
323492,20468279370,1
357897,12678680382,1
122071,4791877639,1
221771,9001318387,1
127321,1754070569,1
187328,1000000001,1
178911,1500000000,1
186486,4228980155095,1
97131,1100000000,1
122812,2000000000,1
31015,2000132726100,1
103594,230907255701,1
255765,3922303795,1
184063,2202000000,1
146441,1918361614389,1
116011,16824208951,1
87242,0,1
548466,2000000000,1
78198,3247773926255,1
245541,40000000000,1
121840,35311775590,1
136326,24992770885,1
198817,7300075457,1
127133,1000000000,1
102247,5000000000,1
89816,330321788509,1
146780,50842335378,1
123917,216743330122,1
209343,0,1
165370,2000000000,1
192219,450261104917,1
109351,16275797263,1
21000,0,1
118770,34512791445,1
235993,33094673628,1
158189,30727215935,1
121298,24804632043,1
104971,24541577866,1
156080,16219530897,1
110335,8873081783,1
46581,54962929928,1
87365,50179830991,1
194001,40000000000,1
156082,36914732156,1
212047,3000000314,1
36330,3000000000,1
216274,9001134259,1
270313,9000926827,1
86037,0,1
270041,2000000000,1
77392,346299245910,1
89713,9999,1
320760,1500000000,1
79702,271234270877,1
124903,0,1
212171,1500000000,1
123316,108677205184,1
180309,267011577477,1
112085,0,1
277849,2000000000,1
108856,164002660172,1
152096,4000000000,1
21000,52328389285,1
47280,35728389285,1
136089,16739394089,1
34533,16529590874,1
21000,16328389285,1
21000,16328389285,1
63209,6625563324,1
21000,6220036101,1
21000,5400131346,1
226101,4019773562,1
239523,84704672778,1
161640,25918596068,1
172170,1000000000,1
229470,72263022701,1
149401,12332180673,1
269585,7248175148,1
46663,2500000000,1
136119,1858237276,1
136123,1520718651,1
125767,174505611572,1
154064,157140828997,1
159817,114775722273,1
190570,1010000000,1
168178,123442756792,1
51729,1000000000,1
101399,59785878559,1
128725,44678324148,1
162646,38004590942,1
129021,32220596270,1
139685,30941441761,1
110028,26789997440,1
105495,20000000000,1
154104,20000000000,1
115127,19953029212,1
189108,19943386143,1
134508,19623922431,1
119887,14770955197,1
211091,11232581328,1
34685,8185982707,1
223584,10492470850,1
153808,56930492569,1
21000,48735647421,1
103618,28294772421,1
114056,0,1
100977,5000000000,1
104294,74930154736,1
165484,20000000000,1
286035,19044418747,1
113601,11321623301,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
38793,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
129613,414036643986,1
154092,226572930900,1
136081,90504896313,1
121247,55288737094,1
118922,9124892450,1
104428,5541128469,1
321680,4422987581,1
153810,170215232228,1
121265,63148987952,1
109983,37908556536,1
159271,14150246805,1
246167,8679783125,1
183169,6812485613,1
21000,10,1
49689,8010028152,1
274808,5483482174,1
123792,109202612752,1
177857,44857422935,1
257626,43960614278,1
130175,22300580232,1
121233,19948463400,1
307976,16911285759,1
296729,13077657110,1
159489,807892812020,1
123852,766778938103,1
128327,239822171580,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
46812,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
165524,110408965525,1
185180,1000000000,1
123866,48253470874,1
298354,34541980193,1
110009,32932774967,1
113188,25037973007,1
113510,2387315397,1
156745,22478858866,1
21000,0,1
21000,0,1
123856,272277775340,1
123823,166376956862,1
118823,115716165300,1
118754,73622738191,1
121204,64827589273,1
122608,23815704038,1
101988,2039957872,1
232304,29248979912,1
108695,12751439760,1
142281,373723085668,1
116300,42393474634,1
264210,19818146676,1
116882,9873414947,1
419511,6416565500,1
118868,7378146367,1
98404,2017871137,1
205868,1553633333,1
69834,1546316715,1
135990,87438856357,1
154242,16126806494,1
199325,7629909264,1
420725,1610066403,1
21000,65956074104,1
21000,29958755820,1
139842,20000000000,1
130488,20643124271,1
174842,12777412159,1
101606,4797607096,1
296912,3663949104,1
128512,1127056054,1
272654,3235687643,1
112829,362918425930,1
112773,277423209568,1
98348,9436956887,1
113155,3131442668,1
196039,11933696278187,1
120866,5720438664752,1
120810,3407815026995,1
107008,1355840309999,1
148658,2577219461369,1
123856,525258568090,1
175404,2669266602,1
366416,109629013639,1
159897,399725794543,1
112871,476856053490,1
343503,18319048320,1
112891,628358786055,1
223616,142632103217,1
308526,97992910511,1
460927,2000000000,1
264025,51256752173,1
34685,46174126569,1
284427,22470460881,1
189058,4003899904,1
253878,3922303795,1
247714,11551810555,0
247682,11551810555,0
242458,11551810555,0
253318,260927255922,0
223072,190529945391,0
241542,215250817251,0
286436,219353573760,0
226928,158281934779,0
227606,131071217805,0
73188,110000000000,0
71000,162901477433,0
247680,81721395041,0
226960,73436732161,0
280630,111422836135,0
222002,235999251250,0
300015,162358993010,0
263438,58859566857,0
750000,127037236945,0
500000,40000000000,0
300015,51058599297,0
337462,62221272237,0
210000,30000000000,0
221230,29838140440,0
200000,23932036646,0
200000,22943577463,0
700000,20111972945,0
21015,17134657290,0
290495,14229639699,0
328085,19481985580,0
257324,21585368597,0
21000,300000000000,0
500014,12549264584,0
279722,21426720053,0
256416,21382040794,0
250000,12000000000,0
63000,1000000000000,0
285528,25919331232,0
500000,11535601286,0
50000,10636610189,0
288966,13902796877,0
500000,18314144042,0
300015,12384368021,0
300015,12384368021,0
300015,12384368021,0
300015,12384368021,0
542928,12384368021,0
41732,10227509797,0
170000,10000000000,0
750000,33030000000,0
30000,33030000000,0
71656,20000000000,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
39656,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
21000,17668437860,0
34858,17668437860,0
21000,17668437860,0
21033,17668437860,0
21000,17668437860,0
243262,31419439238,0
55522,14998549120,0
87090,15360572410,0
21000,9000000000,0
21000,9000000000,0
21000,9000000000,0
21000,9000000000,0
21000,9000000000,0
